,date,spsy,open,high,low,volume,spsy_cr
32,2022-02-10,676.0700073242188,681.8400268554688,687.4099731445312,673.25,300441900,-0.85%
33,2022-02-11,666.25,676.0700073242188,681.7000122070312,662.4400024414062,337066400,-1.45%
34,2022-02-14,658.780029296875,666.25,667.969970703125,653.4099731445312,301184800,-1.12%
35,2022-02-15,667.8800048828125,658.8400268554688,671.0599975585938,658.8400268554688,222989000,1.38%
36,2022-02-16,667.8900146484375,667.8800048828125,670.9600219726562,663.9500122070312,207214000,0.00%
37,2022-02-17,651.7899780273438,667.8900146484375,667.8900146484375,649.739990234375,281093200,-2.41%
38,2022-02-18,651.02001953125,651.7899780273438,656.6699829101562,648.1500244140625,278367500,-0.12%
39,2022-02-22,648.2999877929688,651.02001953125,654.1699829101562,642.719970703125,276827000,-0.42%
40,2022-02-23,636.8099975585938,648.2999877929688,654.52001953125,635.1099853515625,269645400,-1.77%
41,2022-02-24,629.3800048828125,636.8099975585938,636.8099975585938,611.280029296875,452886800,-1.17%
42,2022-02-25,649.25,629.3800048828125,650.8900146484375,629.3800048828125,352497200,3.16%
43,2022-02-28,639.8499755859375,649.25,649.25,633.0700073242188,413488200,-1.45%
44,2022-03-01,616.1300048828125,639.8499755859375,639.8499755859375,611.77001953125,503763300,-3.71%
45,2022-03-02,631.8699951171875,616.1300048828125,635.4500122070312,616.1300048828125,393319700,2.55%
46,2022-03-03,629.97998046875,631.8699951171875,637.3400268554688,624.3200073242188,315654300,-0.30%
47,2022-03-04,617.6500244140625,629.97998046875,629.97998046875,610.6500244140625,389760200,-1.96%
48,2022-03-07,595.0599975585938,617.6500244140625,617.6500244140625,594.7999877929688,493686000,-3.66%
49,2022-03-08,591.7899780273438,595.0599975585938,608.1900024414062,589.1500244140625,447462600,-0.55%
50,2022-03-09,613.1799926757812,591.7899780273438,618.3499755859375,591.7899780273438,355214900,3.61%
51,2022-03-10,608.280029296875,613.1799926757812,613.1799926757812,601.4000244140625,306098800,-0.80%
52,2022-03-11,603.9199829101562,608.280029296875,617.22998046875,603.52001953125,270135800,-0.72%
53,2022-03-14,611.4500122070312,603.9199829101562,621.1300048828125,603.9199829101562,311157600,1.25%
54,2022-03-15,619.4600219726562,611.4500122070312,620.8499755859375,611.4500122070312,270976500,1.31%
55,2022-03-16,637.3099975585938,619.4600219726562,638.1300048828125,619.4600219726562,369026100,2.88%
56,2022-03-17,645.1400146484375,637.3099975585938,645.1400146484375,629.7000122070312,305145600,1.23%
57,2022-03-18,647.02001953125,645.1400146484375,648.3400268554688,639.0999755859375,567210300,0.29%
58,2022-03-21,646.2100219726562,647.02001953125,651.3200073242188,642.8699951171875,266199800,-0.13%
59,2022-03-22,656.5499877929688,646.2100219726562,660.6599731445312,646.2100219726562,279064300,1.60%
60,2022-03-23,644.4600219726562,656.5499877929688,656.5499877929688,644.0599975585938,249214500,-1.84%
61,2022-03-24,649.3300170898438,644.4600219726562,650.0700073242188,644.4600219726562,215188800,0.76%
62,2022-03-25,657.8200073242188,649.3400268554688,659.1500244140625,649.3400268554688,221875700,1.31%
63,2022-03-28,655.8599853515625,657.8200073242188,657.8200073242188,648.75,244985100,-0.30%
64,2022-03-29,657.4000244140625,655.8599853515625,665.6699829101562,653.9400024414062,249021700,0.23%
65,2022-03-30,652.760009765625,657.4000244140625,657.4500122070312,649.1199951171875,269241100,-0.71%
66,2022-03-31,637.6099853515625,652.760009765625,654.3900146484375,637.5599975585938,360161500,-2.32%
67,2022-04-01,636.27001953125,637.6099853515625,642.4099731445312,631.6599731445312,456953900,-0.21%
68,2022-04-04,633.25,636.27001953125,638.2100219726562,629.030029296875,277534700,-0.47%
69,2022-04-05,628.52001953125,633.25,636.8599853515625,627.3900146484375,266753000,-0.75%
70,2022-04-06,624.3900146484375,628.52001953125,628.52001953125,622.0999755859375,328808200,-0.66%
71,2022-04-07,623.780029296875,624.3900146484375,626.5399780273438,614.989990234375,315568200,-0.10%
72,2022-04-08,630.0499877929688,623.780029296875,632.760009765625,623.780029296875,259443500,1.01%
73,2022-04-11,627.0399780273438,630.0499877929688,634.3599853515625,626.1900024414062,244139500,-0.48%
74,2022-04-12,620.3499755859375,627.0399780273438,632.239990234375,617.6900024414062,259527100,-1.07%
75,2022-04-13,619.8499755859375,620.3499755859375,620.4099731445312,613.6199951171875,277921400,-0.08%
76,2022-04-14,613.3800048828125,619.8499755859375,623.22998046875,613.1099853515625,383258800,-1.04%
77,2022-04-18,617.1400146484375,613.3800048828125,619.780029296875,609.9099731445312,319587400,0.61%
78,2022-04-19,625.280029296875,617.1400146484375,626.2999877929688,617.1400146484375,299405100,1.32%
79,2022-04-20,629.5700073242188,625.280029296875,634.239990234375,625.280029296875,291548600,0.69%
80,2022-04-21,619.9000244140625,629.5700073242188,636.719970703125,618.739990234375,294038800,-1.54%
81,2022-04-22,601.2999877929688,619.9000244140625,619.9000244140625,600.8499755859375,305481600,-3.00%
82,2022-04-25,602.2899780273438,601.2999877929688,603.4400024414062,587.2999877929688,358353700,0.16%
83,2022-04-26,586.9400024414062,602.2899780273438,602.2899780273438,586.9000244140625,291983000,-2.55%
84,2022-04-27,586.3400268554688,586.9400024414062,592.4000244140625,584.5499877929688,294209900,-0.10%
85,2022-04-28,593.9500122070312,586.3400268554688,596.030029296875,583.739990234375,270657400,1.30%
86,2022-04-29,573.7000122070312,593.9500122070312,593.9500122070312,572.0900268554688,329208100,-3.41%
87,2022-05-02,573.8200073242188,573.7000122070312,577.8800048828125,562.2899780273438,328213600,0.02%
88,2022-05-03,581.0599975585938,573.8200073242188,586.530029296875,573.8200073242188,294956700,1.26%
89,2022-05-04,598.5999755859375,581.0599975585938,599.5,579.8400268554688,332330000,3.02%
90,2022-05-05,581.1500244140625,598.5999755859375,598.5999755859375,574.0900268554688,307421800,-2.92%
91,2022-05-06,576.97998046875,581.1500244140625,581.1500244140625,568.760009765625,301530500,-0.72%
92,2022-05-09,562.7999877929688,576.97998046875,576.97998046875,560.4199829101562,323815100,-2.46%
93,2022-05-10,558.3099975585938,562.7999877929688,571.5,551.0900268554688,332855200,-0.80%
94,2022-05-11,552.7100219726562,558.3099975585938,569.9099731445312,552.1599731445312,301451100,-1.00%
95,2022-05-12,548.7999877929688,552.7100219726562,553.4600219726562,538.1500244140625,353363200,-0.71%
96,2022-05-13,556.3099975585938,548.7999877929688,561.0,548.7999877929688,268488300,1.37%
97,2022-05-16,551.97998046875,556.3099975585938,556.6500244140625,547.6400146484375,232115600,-0.78%
98,2022-05-17,566.8400268554688,551.97998046875,568.0900268554688,551.97998046875,280366000,2.69%
99,2022-05-18,550.97998046875,566.8400268554688,566.8400268554688,548.969970703125,283309000,-2.80%
100,2022-05-19,547.1500244140625,550.97998046875,551.1900024414062,542.72998046875,298834900,-0.70%
101,2022-05-20,546.489990234375,547.1500244140625,553.6300048828125,534.8200073242188,342792500,-0.12%
102,2022-05-23,564.1599731445312,546.489990234375,568.0800170898438,546.489990234375,317544100,3.23%
103,2022-05-24,562.8300170898438,564.1599731445312,564.4400024414062,551.3200073242188,267856900,-0.24%
104,2022-05-25,567.3400268554688,562.8300170898438,570.7000122070312,560.0900268554688,283757000,0.80%
105,2022-05-26,580.0999755859375,567.3400268554688,582.3099975585938,567.3400268554688,282682800,2.25%
106,2022-05-27,590.4600219726562,580.0999755859375,590.4600219726562,580.0999755859375,224111400,1.79%
107,2022-05-31,588.469970703125,590.4600219726562,592.8099975585938,582.260009765625,440113100,-0.34%
108,2022-06-01,578.6300048828125,588.469970703125,588.469970703125,573.5499877929688,247175800,-1.67%
109,2022-06-02,586.8099975585938,578.6300048828125,586.9099731445312,574.6500244140625,205629200,1.41%
110,2022-06-03,577.8099975585938,586.8099975585938,586.8099975585938,577.4099731445312,179865000,-1.53%
111,2022-06-06,580.02001953125,577.8200073242188,588.530029296875,577.8099975585938,187437500,0.38%
112,2022-06-07,584.010009765625,580.02001953125,584.4299926757812,575.3099975585938,198112000,0.69%
113,2022-06-08,574.0599975585938,584.010009765625,584.010009765625,571.8499755859375,189956100,-1.70%
114,2022-06-09,559.0999755859375,574.0599975585938,574.0599975585938,558.97998046875,229847800,-2.61%
115,2022-06-10,538.6699829101562,559.0999755859375,559.0999755859375,538.5800170898438,291906100,-3.65%
116,2022-06-13,522.780029296875,538.6400146484375,538.6699829101562,519.8699951171875,363802800,-2.95%
117,2022-06-14,517.8499755859375,522.780029296875,528.3800048828125,514.3499755859375,323557700,-0.94%
118,2022-06-15,524.260009765625,517.8499755859375,531.4299926757812,515.4600219726562,332770500,1.24%
119,2022-06-16,510.7799987792969,524.260009765625,524.260009765625,506.5799865722656,348327400,-2.57%
120,2022-06-17,512.3699951171875,510.7799987792969,517.8200073242188,507.3900146484375,567017600,0.31%
121,2022-06-21,522.72998046875,512.3699951171875,525.510009765625,512.3699951171875,274957500,2.02%
122,2022-06-22,521.3900146484375,522.72998046875,525.989990234375,515.5999755859375,244462000,-0.26%
123,2022-06-23,519.010009765625,521.3900146484375,522.4600219726562,510.7099914550781,272490600,-0.46%
124,2022-06-24,538.719970703125,519.010009765625,538.9500122070312,519.010009765625,424405600,3.80%
125,2022-06-27,536.3699951171875,538.719970703125,541.5599975585938,534.25,234096600,-0.44%
126,2022-06-28,531.4099731445312,536.3699951171875,547.0499877929688,531.0599975585938,235611200,-0.92%
127,2022-06-29,528.010009765625,531.4099731445312,533.47998046875,526.4099731445312,207255900,-0.64%
128,2022-06-30,523.3499755859375,527.97998046875,528.010009765625,513.510009765625,275789100,-0.88%
129,2022-07-01,530.8499755859375,523.3499755859375,532.1599731445312,518.2899780273438,228981300,1.43%
130,2022-07-05,528.3300170898438,530.8499755859375,530.8499755859375,515.9600219726562,241914400,-0.47%
131,2022-07-06,527.0,528.3300170898438,531.0800170898438,522.0900268554688,225762300,-0.25%
132,2022-07-07,534.7000122070312,527.0,536.030029296875,527.0,219757200,1.46%
133,2022-07-08,533.6400146484375,534.7000122070312,537.469970703125,531.3099975585938,179369700,-0.20%
134,2022-07-11,529.2100219726562,533.6400146484375,533.6400146484375,527.739990234375,181738400,-0.83%
135,2022-07-12,525.77001953125,529.2100219726562,535.3099975585938,524.6099853515625,216141300,-0.65%
136,2022-07-13,520.8900146484375,525.760009765625,525.760009765625,514.77001953125,245854300,-0.93%
137,2022-07-14,510.9100036621094,520.8900146484375,520.8900146484375,505.010009765625,299254800,-1.92%
138,2022-07-15,528.8300170898438,510.94000244140625,531.1500244140625,510.9100036621094,414283400,3.51%
139,2022-07-18,526.0399780273438,528.8300170898438,538.9400024414062,524.1099853515625,277494300,-0.53%
140,2022-07-19,542.1900024414062,526.0399780273438,543.6799926757812,526.0399780273438,290789300,3.07%
141,2022-07-20,543.9299926757812,542.2000122070312,544.97998046875,539.4000244140625,261009600,0.32%
142,2022-07-21,547.4099731445312,543.9299926757812,547.5999755859375,538.52001953125,264918000,0.64%
143,2022-07-22,544.1799926757812,547.4099731445312,551.010009765625,540.3099975585938,226230500,-0.59%
144,2022-07-25,547.739990234375,544.1799926757812,550.3300170898438,544.0800170898438,205827700,0.65%
145,2022-07-26,540.1400146484375,547.739990234375,548.3900146484375,539.010009765625,205310900,-1.39%
146,2022-07-27,548.4600219726562,540.1400146484375,551.1300048828125,540.1400146484375,234699300,1.54%
147,2022-07-28,552.2899780273438,548.4600219726562,552.4600219726562,540.0800170898438,250937000,0.70%
148,2022-07-29,560.0399780273438,552.27001953125,561.719970703125,552.27001953125,299317800,1.40%
149,2022-08-01,555.0399780273438,560.0399780273438,560.0399780273438,551.6500244140625,216957800,-0.89%
150,2022-08-02,549.1099853515625,555.0399780273438,556.1900024414062,548.6199951171875,236221300,-1.07%
151,2022-08-03,557.2899780273438,549.1099853515625,558.8200073242188,549.1099853515625,211227300,1.49%
152,2022-08-04,555.3699951171875,557.2899780273438,558.1699829101562,554.5599975585938,207892500,-0.34%
153,2022-08-05,559.72998046875,555.3699951171875,561.8300170898438,552.3699951171875,193776800,0.79%
154,2022-08-08,558.719970703125,559.72998046875,565.1300048828125,558.469970703125,186688300,-0.18%
155,2022-08-09,561.8800048828125,558.719970703125,563.1500244140625,558.719970703125,179722900,0.57%
156,2022-08-10,574.9000244140625,561.8800048828125,576.469970703125,561.8800048828125,272381200,2.32%
157,2022-08-11,580.75,574.9000244140625,584.6799926757812,574.9000244140625,233722500,1.02%
158,2022-08-12,590.239990234375,580.75,590.3699951171875,580.75,192613200,1.63%
159,2022-08-15,590.3499755859375,590.2100219726562,591.7100219726562,583.3699951171875,173338400,0.02%
160,2022-08-16,594.4000244140625,590.3499755859375,596.969970703125,588.8599853515625,186734000,0.69%
161,2022-08-17,591.27001953125,594.4000244140625,594.4000244140625,587.5599975585938,181985600,-0.53%
162,2022-08-18,592.030029296875,591.27001953125,592.8499755859375,588.2000122070312,147075400,0.13%
163,2022-08-19,580.0700073242188,592.030029296875,592.030029296875,578.4500122070312,206621100,-2.02%
164,2022-08-22,567.3599853515625,580.0700073242188,580.0700073242188,565.97998046875,194144400,-2.19%
165,2022-08-23,565.219970703125,567.3599853515625,570.6500244140625,565.1599731445312,161798300,-0.38%
166,2022-08-24,568.1599731445312,565.219970703125,569.760009765625,563.0499877929688,160004100,0.52%
167,2022-08-25,576.780029296875,568.1599731445312,577.0599975585938,568.010009765625,173842100,1.52%
168,2022-08-26,559.280029296875,576.780029296875,579.5499877929688,559.1500244140625,210844100,-3.03%
169,2022-08-29,555.030029296875,559.280029296875,559.280029296875,552.25,188362500,-0.76%
170,2022-08-30,552.6799926757812,555.030029296875,558.6199951171875,549.1699829101562,217040300,-0.42%
171,2022-08-31,547.8200073242188,552.6799926757812,556.780029296875,547.6300048828125,270059500,-0.88%
172,2022-09-01,549.8099975585938,547.8200073242188,550.1500244140625,539.02001953125,206955600,0.36%
173,2022-09-02,545.25,549.8099975585938,560.3699951171875,542.6699829101562,217219900,-0.83%
174,2022-09-06,543.6799926757812,545.25,548.9299926757812,538.47998046875,233581100,-0.29%
175,2022-09-07,554.6799926757812,543.6799926757812,555.4500122070312,541.3099975585938,207794900,2.02%
176,2022-09-08,564.3400268554688,554.6799926757812,564.4600219726562,549.6500244140625,250363400,1.74%
177,2022-09-09,569.1300048828125,564.3400268554688,570.7000122070312,564.3400268554688,221015300,0.85%
178,2022-09-12,574.0700073242188,569.1300048828125,576.989990234375,569.1300048828125,215472600,0.87%
179,2022-09-13,552.4500122070312,574.0700073242188,574.0700073242188,550.739990234375,264572400,-3.77%
180,2022-09-14,551.0800170898438,552.4500122070312,556.1199951171875,545.97998046875,255991300,-0.25%
181,2022-09-15,552.8099975585938,551.0800170898438,559.52001953125,550.0,272646000,0.31%
182,2022-09-16,547.4600219726562,552.8099975585938,552.8099975585938,541.9199829101562,468481200,-0.97%
183,2022-09-19,553.5700073242188,547.4600219726562,553.9099731445312,542.1400146484375,212579700,1.12%
184,2022-09-20,545.52001953125,553.5700073242188,553.5700073242188,540.5800170898438,230517700,-1.45%
185,2022-09-21,534.02001953125,545.52001953125,550.6300048828125,533.989990234375,265115200,-2.11%
186,2022-09-22,525.1300048828125,534.02001953125,535.8900146484375,524.2899780273438,261219800,-1.66%
187,2022-09-23,516.9299926757812,525.1300048828125,525.1300048828125,509.44000244140625,316092800,-1.56%
188,2022-09-26,508.2099914550781,516.9299926757812,517.6599731445312,505.1000061035156,291799400,-1.69%
189,2022-09-27,506.70001220703125,508.2099914550781,515.010009765625,501.4599914550781,273428100,-0.30%
190,2022-09-28,516.3599853515625,506.70001220703125,519.4000244140625,506.70001220703125,288923600,1.91%
191,2022-09-29,509.9800109863281,516.3599853515625,516.3599853515625,503.70001220703125,256932600,-1.24%
192,2022-09-30,504.3900146484375,509.9800109863281,516.489990234375,503.8900146484375,287696100,-1.10%
193,2022-10-03,518.7000122070312,504.3900146484375,521.3800048828125,504.2099914550781,268589800,2.84%
194,2022-10-04,538.3599853515625,518.7100219726562,538.5700073242188,518.7100219726562,292638700,3.79%
195,2022-10-05,533.7100219726562,538.3599853515625,538.3599853515625,527.6199951171875,221548000,-0.86%
196,2022-10-06,525.9500122070312,533.7100219726562,533.9199829101562,524.989990234375,239347300,-1.45%
197,2022-10-07,513.6599731445312,525.9500122070312,525.9500122070312,510.6499938964844,270764100,-2.34%
198,2022-10-10,511.19000244140625,513.6599731445312,518.2000122070312,508.2799987792969,214650100,-0.48%
199,2022-10-11,504.55999755859375,511.19000244140625,512.9500122070312,502.5400085449219,274743800,-1.30%
200,2022-10-12,503.17999267578125,504.55999755859375,509.94000244140625,501.7200012207031,250931500,-0.27%
201,2022-10-13,524.010009765625,503.17999267578125,525.4099731445312,491.8299865722656,378971000,4.14%
202,2022-10-14,514.7000122070312,524.010009765625,534.719970703125,514.260009765625,383950600,-1.78%
203,2022-10-17,527.9600219726562,514.7000122070312,531.6199951171875,514.7000122070312,365082500,2.58%
204,2022-10-18,536.6400146484375,527.9600219726562,542.5800170898438,527.9600219726562,369486500,1.64%
205,2022-10-19,528.0800170898438,536.6400146484375,536.6400146484375,525.1400146484375,288337000,-1.60%
206,2022-10-20,519.72998046875,528.0800170898438,532.52001953125,518.219970703125,309437000,-1.58%
207,2022-10-21,534.9099731445312,519.72998046875,535.4199829101562,517.8599853515625,400701600,2.92%
208,2022-10-24,542.1199951171875,534.9099731445312,544.6199951171875,534.9099731445312,295848200,1.35%
209,2022-10-25,548.530029296875,542.1199951171875,549.5800170898438,538.1900024414062,292830900,1.18%
210,2022-10-26,550.1400146484375,548.530029296875,556.030029296875,548.530029296875,257500800,0.29%
211,2022-10-27,554.25,550.1400146484375,560.5599975585938,550.1400146484375,254700700,0.75%
212,2022-10-28,568.030029296875,554.25,568.6199951171875,554.25,245733500,2.49%
213,2022-10-31,563.9099731445312,568.030029296875,568.25,563.7999877929688,267382100,-0.73%
214,2022-11-01,566.2100219726562,563.9099731445312,570.4600219726562,563.6799926757812,263158600,0.41%
215,2022-11-02,558.9400024414062,566.2100219726562,574.52001953125,558.5599975585938,330690200,-1.28%
216,2022-11-03,552.969970703125,558.9400024414062,558.9400024414062,549.5700073242188,257744400,-1.07%
217,2022-11-04,563.2899780273438,552.969970703125,565.8200073242188,552.969970703125,282264600,1.87%
218,2022-11-07,568.3699951171875,563.3200073242188,568.9299926757812,563.2899780273438,233534200,0.90%
219,2022-11-08,571.7000122070312,568.3699951171875,574.6599731445312,566.1799926757812,243387100,0.59%
220,2022-11-09,562.0,571.7000122070312,571.7000122070312,560.9099731445312,226263400,-1.70%
221,2022-11-10,590.8599853515625,562.030029296875,591.3099975585938,562.0,361485400,5.14%
222,2022-11-11,595.510009765625,590.8599853515625,597.8699951171875,590.8599853515625,323740000,0.79%
223,2022-11-14,586.3400268554688,595.510009765625,595.510009765625,586.3400268554688,268709700,-1.54%
224,2022-11-15,588.010009765625,586.3400268554688,595.219970703125,582.25,291273900,0.28%
225,2022-11-16,585.3599853515625,588.010009765625,589.0800170898438,583.469970703125,219493600,-0.45%
226,2022-11-17,582.219970703125,585.3599853515625,585.3599853515625,576.8699951171875,204739600,-0.54%
227,2022-11-18,586.7100219726562,582.219970703125,590.469970703125,582.2000122070312,231451900,0.77%
228,2022-11-21,588.6900024414062,586.7100219726562,589.7999877929688,585.5399780273438,188802400,0.34%
229,2022-11-22,594.72998046875,588.6900024414062,595.219970703125,588.6900024414062,177287600,1.03%
230,2022-11-23,596.9500122070312,594.72998046875,598.510009765625,594.02001953125,165002200,0.37%
231,2022-11-25,599.3699951171875,596.9500122070312,599.8599853515625,596.780029296875,83508700,0.41%
232,2022-11-28,588.72998046875,599.3699951171875,599.3699951171875,587.989990234375,208089900,-1.78%
233,2022-11-29,592.6500244140625,588.6900024414062,593.5,587.52001953125,190049400,0.67%
234,2022-11-30,602.4299926757812,592.6500244140625,602.4299926757812,582.9000244140625,376119200,1.65%
235,2022-12-01,598.1300048828125,602.4299926757812,604.6799926757812,593.7999877929688,262183300,-0.71%
236,2022-12-02,595.5599975585938,598.1300048828125,598.1300048828125,590.4400024414062,248287100,-0.43%
237,2022-12-05,580.6799926757812,595.5599975585938,595.5599975585938,577.8900146484375,317961900,-2.50%
238,2022-12-06,575.7000122070312,580.6799926757812,583.0800170898438,571.0900268554688,332752000,-0.86%
239,2022-12-07,573.0999755859375,575.7000122070312,579.4500122070312,572.1400146484375,299127100,-0.45%
240,2022-12-08,573.9600219726562,573.0999755859375,577.4500122070312,571.760009765625,252907300,0.15%
241,2022-12-09,572.3300170898438,573.9600219726562,576.1199951171875,571.719970703125,227418900,-0.28%
242,2022-12-12,579.5499877929688,572.3300170898438,580.3499755859375,569.8699951171875,243460100,1.26%
243,2022-12-13,581.260009765625,579.5499877929688,593.219970703125,577.47998046875,356809600,0.30%
244,2022-12-14,573.739990234375,581.260009765625,585.0599975585938,571.739990234375,305161400,-1.29%
245,2022-12-15,562.22998046875,573.739990234375,573.739990234375,558.8099975585938,303712700,-2.01%
246,2022-12-16,558.0499877929688,562.22998046875,562.22998046875,553.1400146484375,527912200,-0.74%
247,2022-12-19,556.760009765625,558.0499877929688,562.0999755859375,553.1599731445312,243768500,-0.23%
248,2022-12-20,558.4600219726562,556.760009765625,562.6500244140625,556.760009765625,234125000,0.31%
249,2022-12-21,567.969970703125,558.4600219726562,569.22998046875,558.4600219726562,220942300,1.70%
250,2022-12-22,562.4299926757812,567.969970703125,567.969970703125,553.530029296875,226216100,-0.98%
251,2022-12-23,565.8900146484375,562.4299926757812,566.469970703125,559.5800170898438,146800500,0.62%
252,2022-12-27,565.7000122070312,565.8900146484375,568.0399780273438,563.1599731445312,153373900,-0.03%
253,2022-12-28,563.3300170898438,565.7000122070312,567.8400268554688,562.8699951171875,159548600,-0.42%
254,2022-12-29,571.4099731445312,563.3300170898438,572.0,563.3300170898438,151273000,1.43%
255,2022-12-30,569.739990234375,571.4099731445312,571.4099731445312,564.8900146484375,163161600,-0.29%
256,2023-01-03,571.8800048828125,569.739990234375,577.5599975585938,567.4000244140625,246284500,0.38%
257,2023-01-04,580.9500122070312,571.8800048828125,584.7999877929688,571.8800048828125,271775500,1.59%
258,2023-01-05,575.6199951171875,580.9500122070312,580.9500122070312,572.0,214505600,-0.92%
259,2023-01-06,588.72998046875,575.6199951171875,590.4000244140625,575.6199951171875,234984300,2.28%
260,2023-01-09,586.1799926757812,588.72998046875,594.0399780273438,585.1199951171875,266512000,-0.43%
261,2023-01-10,589.989990234375,586.1799926757812,590.2100219726562,583.7999877929688,217043900,0.65%
262,2023-01-11,595.0599975585938,589.989990234375,595.239990234375,589.989990234375,247177800,0.86%
263,2023-01-12,596.4299926757812,595.0599975585938,599.9600219726562,592.72998046875,258291800,0.23%
264,2023-01-13,600.6599731445312,596.4299926757812,601.6099853515625,586.7100219726562,357498600,0.71%
265,2023-01-17,596.5900268554688,600.6599731445312,600.6599731445312,595.1799926757812,347905200,-0.68%
266,2023-01-18,585.6400146484375,596.5900268554688,597.2000122070312,585.2899780273438,326846700,-1.84%
267,2023-01-19,578.6099853515625,585.6400146484375,585.6400146484375,575.1099853515625,345890100,-1.20%
268,2023-01-20,588.1599731445312,578.6199951171875,588.2899780273438,578.4000244140625,352955400,1.65%
269,2023-01-23,594.75,588.1599731445312,597.280029296875,586.77001953125,289065000,1.12%
270,2023-01-24,595.3699951171875,594.75,597.8400268554688,587.1400146484375,220164100,0.10%
271,2023-01-25,599.75,595.3699951171875,599.8599853515625,589.9199829101562,266354100,0.74%
272,2023-01-26,602.719970703125,599.75,603.6799926757812,597.3599853515625,250091200,0.50%
273,2023-01-27,603.02001953125,602.719970703125,606.469970703125,601.5999755859375,264258200,0.05%
274,2023-01-30,599.8900146484375,603.02001953125,604.0,599.3400268554688,232749700,-0.52%
275,2023-01-31,607.9000244140625,599.8900146484375,607.9099731445312,598.3599853515625,341770500,1.34%
276,2023-02-01,608.010009765625,607.9000244140625,613.1799926757812,600.4299926757812,325449900,0.02%
277,2023-02-02,609.1199951171875,608.010009765625,611.760009765625,604.7100219726562,338412500,0.18%
278,2023-02-03,608.5,609.1199951171875,613.22998046875,604.97998046875,275187200,-0.10%
279,2023-02-06,607.6400146484375,608.5,608.5,603.280029296875,213003500,-0.14%
280,2023-02-07,614.7100219726562,607.6300048828125,616.5800170898438,604.219970703125,244124800,1.16%
281,2023-02-08,611.260009765625,614.7100219726562,616.3200073242188,609.9299926757812,224023300,-0.56%
282,2023-02-09,603.75,611.260009765625,615.2000122070312,602.9400024414062,227860700,-1.23%
283,2023-02-10,606.1799926757812,603.75,606.6300048828125,599.280029296875,208515700,0.40%
