,date,ixis,open,high,low,volume,ixis_cr
53,2022-03-14,10754.2998046875,10785.23046875,10871.0400390625,10720.240234375,0,0.98%
54,2022-03-15,10962.58984375,10818.9404296875,10972.26953125,10818.9404296875,0,1.94%
55,2022-03-16,11082.8603515625,11023.1904296875,11146.16015625,10921.26953125,0,1.10%
56,2022-03-17,11200.4599609375,11022.5302734375,11200.4599609375,11011.9296875,0,1.06%
57,2022-03-18,11187.98046875,11173.5498046875,11212.2900390625,11056.2197265625,0,-0.11%
58,2022-03-21,11207.919921875,11213.1396484375,11284.919921875,11154.7001953125,0,0.18%
59,2022-03-22,11323.5,11280.099609375,11346.759765625,11247.830078125,21600,1.03%
60,2022-03-23,11230.009765625,11280.2998046875,11330.5,11230.009765625,17900,-0.83%
61,2022-03-24,11379.080078125,11283.8701171875,11380.8603515625,11255.8896484375,19000,1.33%
62,2022-03-25,11506.08984375,11390.240234375,11507.91015625,11389.9599609375,18400,1.12%
63,2022-03-28,11519.0595703125,11511.7099609375,11519.5595703125,11421.75,15700,0.11%
64,2022-03-29,11689.58984375,11616.3095703125,11692.7099609375,11599.66015625,19800,1.48%
65,2022-03-30,11602.0595703125,11613.4404296875,11687.419921875,11559.2001953125,16400,-0.75%
66,2022-03-31,11465.25,11610.6201171875,11674.490234375,11463.3798828125,19900,-1.18%
67,2022-04-01,11596.1396484375,11535.2099609375,11604.51953125,11490.1298828125,17600,1.14%
68,2022-04-04,11461.2900390625,11568.0400390625,11569.009765625,11407.3701171875,20300,-1.16%
69,2022-04-05,11463.400390625,11448.25,11578.259765625,11447.2802734375,25300,0.02%
70,2022-04-06,11439.7099609375,11415.4296875,11498.5595703125,11399.3798828125,18200,-0.21%
71,2022-04-07,11410.16015625,11425.01953125,11457.75,11286.7197265625,15500,-0.26%
72,2022-04-08,11450.3701171875,11412.3095703125,11506.919921875,11370.7197265625,14800,0.35%
73,2022-04-11,11364.4599609375,11437.6298828125,11527.48046875,11359.6103515625,13100,-0.75%
74,2022-04-12,11270.8896484375,11420.580078125,11502.83984375,11253.5,15400,-0.82%
75,2022-04-13,11369.9296875,11235.6796875,11375.6298828125,11187.5595703125,14900,0.88%
76,2022-04-14,11376.7802734375,11377.73046875,11437.3896484375,11370.259765625,20600,0.06%
77,2022-04-18,11314.3896484375,11331.330078125,11395.48046875,11280.83984375,17100,-0.55%
78,2022-04-19,11422.3896484375,11347.5498046875,11440.3701171875,11319.4501953125,17700,0.95%
79,2022-04-20,11561.7998046875,11492.16015625,11579.7802734375,11468.7998046875,15800,1.22%
80,2022-04-21,11466.2900390625,11638.6201171875,11667.1396484375,11451.3798828125,16400,-0.83%
81,2022-04-22,11162.0,11410.669921875,11421.7001953125,11155.1904296875,16200,-2.65%
82,2022-04-25,11190.5595703125,11102.1201171875,11215.0302734375,10905.75,18800,0.26%
83,2022-04-26,10935.1298828125,11090.2197265625,11151.01953125,10935.1298828125,19900,-2.28%
84,2022-04-27,10983.6796875,10954.490234375,11090.8203125,10928.3896484375,22500,0.44%
85,2022-04-28,10986.830078125,11070.7802734375,11080.5595703125,10795.9501953125,26700,0.03%
86,2022-04-29,10461.98046875,10881.3896484375,10886.48046875,10441.51953125,24300,-4.78%
87,2022-05-02,10488.169921875,10487.0,10575.9501953125,10325.990234375,22700,0.25%
88,2022-05-03,10594.6298828125,10541.080078125,10701.6103515625,10541.080078125,16200,1.02%
89,2022-05-04,10930.6904296875,10597.599609375,10943.330078125,10579.169921875,25500,3.17%
90,2022-05-05,10686.5,10792.4599609375,10844.6103515625,10582.3701171875,20100,-2.23%
91,2022-05-06,10612.7099609375,10650.6201171875,10659.1396484375,10518.58984375,16300,-0.69%
92,2022-05-09,10412.7802734375,10524.2802734375,10554.900390625,10392.330078125,20000,-1.88%
93,2022-05-10,10361.91015625,10491.8603515625,10517.33984375,10236.66015625,24500,-0.49%
94,2022-05-11,10211.5302734375,10365.8203125,10468.25,10198.8896484375,20900,-1.45%
95,2022-05-12,10220.2802734375,10183.8095703125,10264.900390625,10054.48046875,23200,0.09%
96,2022-05-13,10428.6201171875,10330.7197265625,10466.2802734375,10316.509765625,21400,2.04%
97,2022-05-16,10382.599609375,10425.16015625,10451.6796875,10336.990234375,16000,-0.44%
98,2022-05-17,10608.080078125,10511.669921875,10608.4501953125,10474.4599609375,15200,2.17%
99,2022-05-18,10384.5302734375,10523.099609375,10545.919921875,10358.41015625,15600,-2.11%
100,2022-05-19,10261.6396484375,10301.400390625,10390.7802734375,10188.419921875,18900,-1.18%
101,2022-05-20,10225.33984375,10345.2099609375,10386.099609375,10039.2099609375,16700,-0.35%
102,2022-05-23,10391.6396484375,10369.08984375,10429.91015625,10258.7099609375,15600,1.63%
103,2022-05-24,10366.7099609375,10345.169921875,10397.75,10157.8798828125,16100,-0.24%
104,2022-05-25,10409.4404296875,10363.4404296875,10466.7802734375,10337.4599609375,11700,0.41%
105,2022-05-26,10606.169921875,10467.6796875,10637.26953125,10467.6796875,14800,1.89%
106,2022-05-27,10809.0,10640.0302734375,10809.1796875,10639.509765625,14500,1.91%
107,2022-05-31,10740.08984375,10715.5595703125,10821.3798828125,10637.83984375,23900,-0.64%
108,2022-06-01,10588.099609375,10741.26953125,10763.91015625,10444.330078125,16700,-1.42%
109,2022-06-02,10777.669921875,10587.8701171875,10780.8203125,10523.48046875,14300,1.79%
110,2022-06-03,10596.2900390625,10714.5703125,10721.1904296875,10584.76953125,10300,-1.68%
111,2022-06-06,10713.51953125,10674.8701171875,10766.5302734375,10624.5595703125,13800,1.11%
112,2022-06-07,10793.669921875,10657.4697265625,10798.73046875,10636.650390625,13300,0.75%
113,2022-06-08,10662.349609375,10736.0302734375,10764.83984375,10634.419921875,11100,-1.22%
114,2022-06-09,10436.5703125,10625.7900390625,10641.3603515625,10436.5703125,12700,-2.12%
115,2022-06-10,10174.2099609375,10257.009765625,10277.6796875,10168.1396484375,13400,-2.51%
116,2022-06-13,9893.3603515625,9977.75,10040.2998046875,9852.759765625,17100,-2.76%
117,2022-06-14,9950.080078125,9936.6796875,10026.7998046875,9887.080078125,15800,0.57%
118,2022-06-15,9974.75,10054.330078125,10126.51953125,9846.349609375,17300,0.25%
119,2022-06-16,9622.7099609375,9805.0400390625,9806.9697265625,9586.669921875,20600,-3.53%
120,2022-06-17,9773.5302734375,9665.6201171875,9798.6103515625,9637.6904296875,32500,1.57%
121,2022-06-21,9933.3095703125,9937.4296875,9965.4697265625,9837.83984375,18400,1.63%
122,2022-06-22,9975.4296875,9810.83984375,10031.0498046875,9810.1298828125,17000,0.42%
123,2022-06-23,9977.419921875,10016.1103515625,10032.51953125,9883.58984375,22800,0.02%
124,2022-06-24,10341.33984375,10077.349609375,10342.0703125,10063.650390625,68300,3.65%
125,2022-06-27,10318.4296875,10360.080078125,10367.1298828125,10279.8798828125,14500,-0.22%
126,2022-06-28,10248.0302734375,10388.650390625,10478.580078125,10244.5498046875,12200,-0.68%
127,2022-06-29,10204.91015625,10248.0400390625,10253.16015625,10189.5703125,12200,-0.42%
128,2022-06-30,10258.490234375,10108.240234375,10293.76953125,10062.6201171875,13700,0.53%
129,2022-07-01,10399.0400390625,10240.73046875,10420.2197265625,10228.5498046875,14400,1.37%
130,2022-07-05,10321.8203125,10258.5302734375,10323.3798828125,10112.099609375,14500,-0.74%
131,2022-07-06,10303.8603515625,10291.7099609375,10384.9501953125,10216.2802734375,16800,-0.17%
132,2022-07-07,10349.25,10392.48046875,10436.0703125,10341.6201171875,15000,0.44%
133,2022-07-08,10300.0,10363.6201171875,10383.0703125,10275.490234375,10900,-0.48%
134,2022-07-11,10222.0703125,10237.3896484375,10307.419921875,10201.169921875,14400,-0.76%
135,2022-07-12,10136.7900390625,10186.4697265625,10286.8603515625,10115.3798828125,13400,-0.83%
136,2022-07-13,10028.2001953125,10055.25,10093.1298828125,9946.4296875,14800,-1.07%
137,2022-07-14,9747.3603515625,9847.33984375,9865.759765625,9682.3896484375,14800,-2.80%
138,2022-07-15,9885.5703125,9884.740234375,9933.9697265625,9791.9404296875,24900,1.42%
139,2022-07-18,9757.23046875,9966.0,9991.7099609375,9733.7802734375,11800,-1.30%
140,2022-07-19,9994.6103515625,9884.990234375,10010.990234375,9858.099609375,10900,2.43%
141,2022-07-20,10041.400390625,9980.16015625,10076.169921875,9943.8798828125,12500,0.47%
142,2022-07-21,10097.8701171875,10018.0302734375,10098.9697265625,9966.1396484375,7800,0.56%
143,2022-07-22,10022.419921875,10110.4599609375,10140.3701171875,9951.91015625,10600,-0.75%
144,2022-07-25,10097.4599609375,10074.5,10156.349609375,10045.1904296875,11000,0.75%
145,2022-07-26,10060.849609375,10055.099609375,10102.7099609375,10028.6103515625,9600,-0.36%
146,2022-07-27,10158.6201171875,10078.1396484375,10195.240234375,10039.8203125,17700,0.97%
147,2022-07-28,9895.0498046875,10097.83984375,10116.08984375,9739.66015625,15100,-2.59%
148,2022-07-29,10036.66015625,9905.16015625,10063.330078125,9890.099609375,16200,1.43%
149,2022-08-01,9943.8603515625,9936.0703125,9969.5498046875,9874.580078125,14600,-0.92%
150,2022-08-02,9932.98046875,9934.6796875,10055.599609375,9905.2099609375,32000,-0.11%
151,2022-08-03,10115.8701171875,9969.900390625,10121.509765625,9954.5302734375,19000,1.84%
152,2022-08-04,10084.5302734375,10076.0498046875,10116.73046875,10054.75,14200,-0.31%
153,2022-08-05,10176.0595703125,10091.259765625,10177.6904296875,10084.330078125,14300,0.91%
154,2022-08-08,10276.08984375,10256.080078125,10331.8095703125,10242.849609375,18000,0.98%
155,2022-08-09,10396.73046875,10311.5400390625,10466.5400390625,10305.169921875,22100,1.17%
156,2022-08-10,10615.099609375,10521.5400390625,10619.83984375,10521.5400390625,17700,2.10%
157,2022-08-11,10769.599609375,10678.7001953125,10815.0703125,10675.099609375,0,1.46%
158,2022-08-12,10960.580078125,10835.2802734375,10960.580078125,10818.599609375,36500,1.77%
159,2022-08-15,10979.9404296875,10864.1298828125,10983.58984375,10846.1904296875,13300,0.18%
160,2022-08-16,11001.6796875,10952.8896484375,11029.51953125,10933.7802734375,19200,0.20%
161,2022-08-17,10969.8896484375,10910.4599609375,11008.0595703125,10905.3701171875,11400,-0.29%
162,2022-08-18,11034.2900390625,10968.76953125,11044.83984375,10958.76953125,10900,0.59%
163,2022-08-19,10867.4599609375,10966.9599609375,10987.5,10854.2197265625,11700,-1.51%
164,2022-08-22,10646.26953125,10750.5595703125,10758.169921875,10630.66015625,13800,-2.04%
165,2022-08-23,10568.259765625,10636.330078125,10672.48046875,10568.259765625,9400,-0.73%
166,2022-08-24,10645.1396484375,10549.23046875,10654.599609375,10533.900390625,8900,0.73%
167,2022-08-25,10823.8896484375,10673.0703125,10823.8896484375,10658.26953125,8200,1.68%
168,2022-08-26,10581.7197265625,10841.5703125,10851.7197265625,10581.7197265625,8900,-2.24%
169,2022-08-29,10482.5703125,10519.9296875,10561.919921875,10442.0595703125,9000,-0.94%
170,2022-08-30,10407.83984375,10509.5595703125,10509.5595703125,10379.0498046875,7900,-0.71%
171,2022-08-31,10383.75,10445.2197265625,10467.2099609375,10352.6103515625,11200,-0.23%
172,2022-09-01,10386.330078125,10355.7001953125,10387.580078125,10251.2900390625,10300,0.02%
173,2022-09-02,10311.08984375,10472.919921875,10564.9404296875,10272.9296875,9200,-0.72%
174,2022-09-06,10326.8203125,10334.0,10375.8095703125,10230.400390625,11900,0.15%
175,2022-09-07,10549.740234375,10321.509765625,10551.3701171875,10319.5595703125,11500,2.16%
176,2022-09-08,10626.6201171875,10476.58984375,10631.3896484375,10470.0,10100,0.73%
177,2022-09-09,10725.419921875,10666.23046875,10760.5,10665.4404296875,9400,0.93%
178,2022-09-12,10811.990234375,10768.6396484375,10862.23046875,10766.0,12000,0.81%
179,2022-09-13,10538.830078125,10632.3798828125,10692.0400390625,10520.490234375,12800,-2.53%
180,2022-09-14,10574.7998046875,10574.1904296875,10594.51953125,10477.3896484375,12800,0.34%
181,2022-09-15,10587.6298828125,10547.080078125,10683.150390625,10538.01953125,11900,0.12%
182,2022-09-16,10472.16015625,10541.41015625,10541.4697265625,10410.23046875,29500,-1.09%
183,2022-09-19,10613.8701171875,10387.5400390625,10613.8701171875,10386.91015625,9900,1.35%
184,2022-09-20,10499.51953125,10533.099609375,10533.099609375,10403.169921875,10800,-1.08%
185,2022-09-21,10336.3203125,10544.8798828125,10622.849609375,10336.3203125,9500,-1.55%
186,2022-09-22,10170.099609375,10332.7197265625,10341.8203125,10148.900390625,10700,-1.61%
187,2022-09-23,9986.01953125,10086.900390625,10097.7197265625,9875.919921875,10800,-1.81%
188,2022-09-26,9875.1796875,9939.1396484375,10006.580078125,9821.2998046875,13100,-1.11%
189,2022-09-27,9924.41015625,9929.25,10000.669921875,9829.490234375,12000,0.50%
190,2022-09-28,10137.0595703125,9943.1796875,10181.9599609375,9921.7900390625,12500,2.14%
191,2022-09-29,10069.849609375,10049.6796875,10106.7197265625,9974.599609375,12600,-0.66%
192,2022-09-30,10001.98046875,10080.1396484375,10200.26953125,9997.3896484375,15300,-0.67%
193,2022-10-03,10291.7001953125,10089.419921875,10331.7099609375,9981.1201171875,161000,2.90%
194,2022-10-04,10670.4296875,10383.1201171875,10675.2802734375,10380.900390625,23200,3.68%
195,2022-10-05,10615.6201171875,10559.1298828125,10670.75,10526.2197265625,15200,-0.51%
196,2022-10-06,10553.01953125,10551.5400390625,10610.76953125,10521.150390625,12300,-0.59%
197,2022-10-07,10269.919921875,10451.0498046875,10466.3203125,10240.83984375,14500,-2.68%
198,2022-10-10,10384.849609375,10298.25,10412.990234375,10286.83984375,10400,1.12%
199,2022-10-11,10355.580078125,10345.1298828125,10495.5302734375,10307.6298828125,104600,-0.28%
200,2022-10-12,10285.9404296875,10336.150390625,10388.0400390625,10278.5595703125,19100,-0.67%
201,2022-10-13,10644.1396484375,10180.1904296875,10669.849609375,10097.25,0,3.48%
202,2022-10-14,10439.0,10720.7900390625,10769.98046875,10428.830078125,0,-1.93%
203,2022-10-17,10621.580078125,10595.4404296875,10648.1396484375,10539.1796875,67100,1.75%
204,2022-10-18,10776.830078125,10796.3603515625,10843.8095703125,10678.2802734375,39100,1.46%
205,2022-10-19,10726.8701171875,10700.4296875,10804.3603515625,10631.4697265625,13900,-0.46%
206,2022-10-20,10478.580078125,10653.58984375,10682.41015625,10447.4599609375,23500,-2.31%
207,2022-10-21,10689.6298828125,10517.7802734375,10707.900390625,10450.83984375,27000,2.01%
208,2022-10-24,10816.009765625,10761.8095703125,10854.650390625,10760.58984375,12500,1.18%
209,2022-10-25,10795.8896484375,10759.5595703125,10796.9404296875,10704.080078125,13500,-0.19%
210,2022-10-26,10789.6298828125,10864.9697265625,10892.5302734375,10782.9501953125,19500,-0.06%
211,2022-10-27,10969.1103515625,10894.4697265625,11064.419921875,10894.4697265625,14400,1.66%
212,2022-10-28,11482.7197265625,11113.0400390625,11494.2197265625,11108.9599609375,28700,4.68%
213,2022-10-31,11541.0703125,11403.0595703125,11572.830078125,11393.6103515625,104800,0.51%
214,2022-11-01,11418.6396484375,11578.51953125,11582.33984375,11403.580078125,21200,-1.06%
215,2022-11-02,11338.91015625,11378.01953125,11620.259765625,11328.2802734375,18300,-0.70%
216,2022-11-03,11217.3603515625,11194.3203125,11325.5498046875,11127.259765625,14200,-1.07%
217,2022-11-04,11419.66015625,11316.1103515625,11421.0703125,11234.1396484375,14900,1.80%
218,2022-11-07,11535.51953125,11454.2099609375,11553.0302734375,11378.330078125,12900,1.01%
219,2022-11-08,11542.0400390625,11517.66015625,11595.349609375,11441.5498046875,16100,0.06%
220,2022-11-09,11418.26953125,11467.75,11580.7099609375,11393.26953125,12000,-1.07%
221,2022-11-10,11903.5498046875,11729.2900390625,11914.9404296875,11675.16015625,16600,4.25%
222,2022-11-11,11835.3701171875,11966.740234375,11996.240234375,11769.8203125,16800,-0.57%
223,2022-11-14,11733.98046875,11804.7197265625,11910.3203125,11733.2802734375,13100,-0.86%
224,2022-11-15,11743.8701171875,11844.169921875,11865.830078125,11667.9501953125,21000,0.08%
225,2022-11-16,11742.849609375,11745.01953125,11795.6298828125,11724.1904296875,16000,-0.01%
226,2022-11-17,11640.33984375,11564.5,11644.3603515625,11560.8798828125,15300,-0.87%
227,2022-11-18,11728.2001953125,11793.5595703125,11820.6796875,11652.2802734375,11700,0.75%
228,2022-11-21,11729.7197265625,11737.7900390625,11764.91015625,11657.3603515625,10500,0.01%
229,2022-11-22,11845.6904296875,11787.08984375,11866.8203125,11756.6396484375,0,0.99%
230,2022-11-23,11942.8701171875,11838.6298828125,11956.8203125,11838.41015625,6900,0.82%
231,2022-11-25,12022.8701171875,11959.9404296875,12025.7001953125,11950.48046875,3500,0.67%
232,2022-11-28,11795.4501953125,11949.509765625,11991.8095703125,11793.25,9200,-1.89%
233,2022-11-29,11860.5703125,11803.7099609375,11914.7998046875,11781.669921875,9000,0.55%
234,2022-11-30,12128.33984375,11798.26953125,12145.650390625,11733.6796875,16900,2.26%
235,2022-12-01,12127.0498046875,12216.9501953125,12218.76953125,12061.51953125,14100,-0.01%
236,2022-12-02,12199.6396484375,11998.6201171875,12233.7001953125,11998.6201171875,11300,0.60%
237,2022-12-05,11938.400390625,12130.080078125,12138.009765625,11867.6103515625,9800,-2.14%
238,2022-12-06,11964.7099609375,11944.1396484375,11978.2001953125,11872.75,11600,0.22%
239,2022-12-07,11852.7998046875,11919.4501953125,12024.849609375,11838.58984375,9700,-0.94%
240,2022-12-08,11908.419921875,11891.259765625,11986.8798828125,11859.849609375,9400,0.47%
241,2022-12-09,11805.51953125,11876.91015625,11925.3095703125,11801.9697265625,7600,-0.86%
242,2022-12-12,11892.740234375,11819.5595703125,11908.73046875,11761.9599609375,9800,0.74%
243,2022-12-13,11930.75,12097.349609375,12099.5703125,11897.2900390625,11000,0.32%
244,2022-12-14,11866.0,11947.1904296875,12045.7802734375,11823.4599609375,11100,-0.54%
245,2022-12-15,11729.169921875,11760.75,11842.7001953125,11698.419921875,11000,-1.15%
246,2022-12-16,11636.150390625,11595.490234375,11654.7001953125,11497.5595703125,37600,-0.79%
247,2022-12-19,11576.8203125,11629.849609375,11736.759765625,11516.0400390625,11700,-0.51%
248,2022-12-20,11717.48046875,11630.9599609375,11760.7802734375,11619.080078125,11600,1.22%
249,2022-12-21,11947.6904296875,11797.91015625,11972.3095703125,11797.91015625,11200,1.96%
250,2022-12-22,11812.490234375,11889.16015625,11891.169921875,11699.9404296875,10700,-1.13%
251,2022-12-23,11876.8896484375,11812.1298828125,11894.8603515625,11786.330078125,6900,0.55%
252,2022-12-27,11859.509765625,11905.0595703125,11949.849609375,11821.1103515625,6900,-0.15%
253,2022-12-28,11601.919921875,11865.4404296875,11878.26953125,11601.919921875,7400,-2.17%
254,2022-12-29,11753.0595703125,11638.7197265625,11788.26953125,11621.330078125,7700,1.30%
255,2022-12-30,11641.8896484375,11659.669921875,11698.41015625,11572.1103515625,7400,-0.95%
256,2023-01-03,11646.66015625,11660.4404296875,11706.3095703125,11561.25,9800,0.04%
257,2023-01-04,11760.9599609375,11716.759765625,11789.6201171875,11695.66015625,9500,0.98%
258,2023-01-05,11742.75,11741.2197265625,11778.5498046875,11684.8095703125,10600,-0.15%
259,2023-01-06,12047.66015625,11845.4697265625,12075.66015625,11811.75,10700,2.60%
260,2023-01-09,11976.0498046875,12056.8203125,12130.8896484375,11966.330078125,10300,-0.59%
261,2023-01-10,12066.91015625,11980.8701171875,12081.73046875,11944.2099609375,8700,0.76%
262,2023-01-11,12156.400390625,12073.8203125,12169.9697265625,12073.8203125,9800,0.74%
263,2023-01-12,12088.259765625,12172.3603515625,12184.330078125,12083.3095703125,8400,-0.56%
264,2023-01-13,12191.7099609375,12017.8603515625,12197.5595703125,11982.240234375,7500,0.86%
265,2023-01-17,12107.419921875,12199.8203125,12206.7001953125,12057.2099609375,9000,-0.69%
266,2023-01-18,11966.7998046875,12130.7099609375,12173.5498046875,11961.1796875,8900,-1.16%
267,2023-01-19,11870.7802734375,11878.0498046875,11928.4697265625,11818.01953125,9500,-0.80%
268,2023-01-20,11933.66015625,11922.98046875,11937.5400390625,11772.6396484375,11600,0.53%
269,2023-01-23,12079.7099609375,11943.7802734375,12103.8095703125,11905.7001953125,7600,1.22%
270,2023-01-24,12117.1904296875,12076.3798828125,12160.8603515625,12043.7900390625,6400,0.31%
271,2023-01-25,12168.3095703125,12026.5,12174.9697265625,12022.5703125,16700,0.42%
272,2023-01-26,12245.4296875,12218.8798828125,12248.259765625,12170.3798828125,8900,0.63%
273,2023-01-27,12128.5498046875,12195.7900390625,12199.099609375,12105.009765625,13500,-0.95%
274,2023-01-30,12188.3896484375,12097.669921875,12286.7001953125,12096.3896484375,11400,0.49%
275,2023-01-31,12333.1796875,12172.830078125,12340.169921875,12036.2001953125,16600,1.19%
276,2023-02-01,12326.2001953125,12266.1298828125,12400.580078125,12172.01953125,12900,-0.06%
277,2023-02-02,12340.3896484375,12365.5595703125,12365.5595703125,12188.7099609375,13900,0.12%
278,2023-02-03,12329.330078125,12278.740234375,12417.48046875,12237.1396484375,11500,-0.09%
279,2023-02-06,12328.5595703125,12308.7001953125,12336.759765625,12244.099609375,9800,-0.01%
280,2023-02-07,12643.6904296875,12311.76953125,12659.5302734375,12289.759765625,10800,2.56%
281,2023-02-08,12614.259765625,12570.9296875,12712.8701171875,12561.2900390625,10200,-0.23%
282,2023-02-09,12304.3095703125,12685.349609375,12708.2099609375,12300.83984375,11700,-2.46%
283,2023-02-10,12376.6103515625,12284.5302734375,12398.0498046875,12258.9404296875,10500,0.59%
284,2023-02-13,12578.009765625,12385.419921875,12578.0400390625,12378.33984375,12600,1.63%
285,2023-02-14,12467.0400390625,12585.2802734375,12614.3603515625,12407.0498046875,13700,-0.88%
286,2023-02-15,12612.48046875,12429.3095703125,12613.5302734375,12423.6396484375,12200,1.17%
287,2023-02-16,12524.33984375,12506.9404296875,12588.849609375,12459.8701171875,10200,-0.70%
288,2023-02-17,12558.51953125,12487.0302734375,12597.48046875,12484.26953125,11000,0.27%
289,2023-02-21,12323.2197265625,12507.75,12507.75,12295.7802734375,10000,-1.87%
290,2023-02-22,12350.6103515625,12315.8798828125,12411.330078125,12305.75,9600,0.22%
291,2023-02-23,12392.509765625,12374.419921875,12463.5595703125,12284.990234375,8600,0.34%
292,2023-02-24,12344.6396484375,12289.2001953125,12353.76953125,12277.6396484375,7200,-0.39%
293,2023-02-27,12350.8095703125,12443.33984375,12493.830078125,12324.0703125,8100,0.05%
294,2023-02-28,12401.900390625,12361.1201171875,12485.6396484375,12360.4697265625,14200,0.41%
295,2023-03-01,12434.3798828125,12323.3603515625,12440.2099609375,12323.3603515625,12100,0.26%
