,date,splrcm,open,high,low,volume,splrcm_cr
137,2022-10-12,431.30999755859375,434.5400085449219,434.760009765625,431.2200012207031,72675500,-0.80%
138,2022-10-13,443.8699951171875,424.3699951171875,445.8699951171875,420.7200012207031,87686800,2.91%
139,2022-10-14,428.7200012207031,446.6300048828125,447.57000732421875,428.260009765625,82265900,-3.41%
140,2022-10-17,439.6199951171875,435.1199951171875,442.4200134277344,435.1199951171875,72833700,2.54%
141,2022-10-18,448.0299987792969,448.5,452.95001220703125,443.3699951171875,74559000,1.91%
142,2022-10-19,442.9599914550781,445.739990234375,448.6099853515625,440.3399963378906,64966500,-1.13%
143,2022-10-20,439.8599853515625,443.0799865722656,451.489990234375,438.7699890136719,86746600,-0.70%
144,2022-10-21,455.0799865722656,439.8500061035156,455.54998779296875,438.82000732421875,98394100,3.46%
145,2022-10-24,452.239990234375,456.8900146484375,459.04998779296875,451.4700012207031,79479600,-0.62%
146,2022-10-25,463.6700134277344,452.82000732421875,463.80999755859375,452.4599914550781,82240500,2.53%
147,2022-10-26,466.760009765625,466.69000244140625,471.5799865722656,463.05999755859375,85121000,0.67%
148,2022-10-27,465.5299987792969,467.32000732421875,471.0799865722656,464.8399963378906,75111800,-0.26%
149,2022-10-28,470.29998779296875,465.45001220703125,471.1300048828125,462.0199890136719,75795200,1.02%
150,2022-10-31,466.1199951171875,468.260009765625,471.489990234375,465.3900146484375,94006200,-0.89%
151,2022-11-01,467.2200012207031,473.6400146484375,473.7799987792969,463.4599914550781,89365500,0.24%
152,2022-11-02,455.20001220703125,469.25,473.010009765625,455.0199890136719,115508500,-2.57%
153,2022-11-03,458.7300109863281,449.2799987792969,461.739990234375,448.9100036621094,103486900,0.78%
154,2022-11-04,474.3500061035156,467.989990234375,477.8299865722656,466.44000244140625,115375100,3.41%
155,2022-11-07,478.0899963378906,476.9700012207031,478.4800109863281,472.70001220703125,70511700,0.79%
156,2022-11-08,486.1199951171875,480.4700012207031,491.239990234375,479.7900085449219,92209600,1.68%
157,2022-11-09,478.4200134277344,484.1499938964844,488.1300048828125,477.44000244140625,75698400,-1.58%
158,2022-11-10,504.9700012207031,496.3999938964844,505.2200012207031,495.32000732421875,102613700,5.55%
159,2022-11-11,510.8500061035156,510.80999755859375,516.7000122070312,509.4800109863281,104640000,1.16%
160,2022-11-14,509.7900085449219,510.2099914550781,517.030029296875,508.82000732421875,81057800,-0.21%
161,2022-11-15,509.2099914550781,514.02001953125,515.4000244140625,504.5400085449219,86870700,-0.11%
162,2022-11-16,504.2200012207031,508.1300048828125,509.0,503.489990234375,67969300,-0.98%
163,2022-11-17,499.4100036621094,497.0799865722656,499.70001220703125,493.45001220703125,67224600,-0.95%
164,2022-11-18,502.6400146484375,503.2300109863281,503.75,498.2300109863281,63467600,0.65%
165,2022-11-21,504.5400085449219,500.1400146484375,506.17999267578125,498.17999267578125,63220800,0.38%
166,2022-11-22,515.7999877929688,506.6199951171875,515.97998046875,506.55999755859375,65421400,2.23%
167,2022-11-23,517.9299926757812,514.9600219726562,518.2000122070312,514.1900024414062,50965900,0.41%
168,2022-11-25,517.3200073242188,517.1900024414062,517.7000122070312,515.9000244140625,26519300,-0.12%
169,2022-11-28,505.94000244140625,514.030029296875,514.030029296875,504.94000244140625,70375700,-2.20%
170,2022-11-29,507.45001220703125,507.3900146484375,509.9700012207031,505.9700012207031,59008100,0.30%
171,2022-11-30,519.719970703125,508.0299987792969,519.719970703125,502.75,125016700,2.42%
172,2022-12-01,519.5499877929688,522.1400146484375,522.9400024414062,515.260009765625,70222800,-0.03%
173,2022-12-02,525.280029296875,514.4500122070312,526.739990234375,514.22998046875,72175600,1.10%
174,2022-12-05,515.030029296875,522.0399780273438,523.260009765625,514.25,66481500,-1.95%
175,2022-12-06,510.5,516.72998046875,518.3599853515625,506.70001220703125,64305600,-0.88%
176,2022-12-07,509.25,509.79998779296875,513.8800048828125,507.7799987792969,68326900,-0.24%
177,2022-12-08,512.6900024414062,513.219970703125,515.27001953125,511.1400146484375,61012500,0.68%
178,2022-12-09,507.7699890136719,513.469970703125,515.52001953125,507.6000061035156,62879900,-0.96%
179,2022-12-12,512.3200073242188,508.2699890136719,512.3200073242188,506.20001220703125,62231700,0.90%
180,2022-12-13,519.2100219726562,524.5999755859375,528.5,515.760009765625,75050500,1.34%
181,2022-12-14,513.4500122070312,517.4500122070312,520.1400146484375,509.92999267578125,72724400,-1.11%
182,2022-12-15,497.94000244140625,506.69000244140625,506.8599853515625,496.6499938964844,77231000,-3.02%
183,2022-12-16,495.8800048828125,494.7300109863281,497.07000732421875,490.8399963378906,147643900,-0.41%
184,2022-12-19,489.239990234375,495.0799865722656,497.29998779296875,486.8699951171875,60378900,-1.34%
185,2022-12-20,492.4200134277344,490.6499938964844,495.1700134277344,490.0199890136719,54075700,0.65%
186,2022-12-21,496.5400085449219,494.3500061035156,498.6199951171875,493.739990234375,54170400,0.84%
187,2022-12-22,491.8599853515625,493.3299865722656,493.42999267578125,483.6700134277344,62119200,-0.94%
188,2022-12-23,495.3800048828125,491.54998779296875,495.3900146484375,489.3299865722656,39967600,0.72%
189,2022-12-27,495.5299987792969,496.1199951171875,498.7099914550781,493.4700012207031,48289700,0.03%
190,2022-12-28,488.1199951171875,495.760009765625,497.260009765625,487.6499938964844,46549700,-1.50%
191,2022-12-29,493.2300109863281,490.44000244140625,495.1400146484375,490.4100036621094,43082500,1.05%
192,2022-12-30,489.54998779296875,489.82000732421875,491.0400085449219,485.44000244140625,43917300,-0.75%
193,2023-01-03,489.0400085449219,489.6300048828125,493.42999267578125,484.6400146484375,71388400,-0.10%
194,2023-01-04,497.54998779296875,491.9599914550781,498.8399963378906,491.3699951171875,78822200,1.74%
195,2023-01-05,489.6000061035156,490.3399963378906,492.3399963378906,486.25,73775900,-1.60%
196,2023-01-06,506.45001220703125,494.2099914550781,507.5799865722656,494.2099914550781,80489800,3.44%
197,2023-01-09,509.489990234375,510.19000244140625,516.4400024414062,508.1400146484375,83271900,0.60%
198,2023-01-10,514.7000122070312,509.6099853515625,515.0800170898438,507.07000732421875,73401800,1.02%
199,2023-01-11,522.97998046875,518.6599731445312,523.1199951171875,517.2899780273438,81212300,1.61%
200,2023-01-12,524.6300048828125,524.6900024414062,526.0900268554688,518.8099975585938,69283600,0.32%
201,2023-01-13,528.1599731445312,522.1099853515625,528.9199829101562,521.6599731445312,61600200,0.67%
202,2023-01-17,522.5,527.8699951171875,529.72998046875,522.1699829101562,74842000,-1.07%
203,2023-01-18,515.280029296875,526.6199951171875,528.0900268554688,515.1099853515625,82316400,-1.38%
204,2023-01-19,511.30999755859375,513.3499755859375,513.3900146484375,507.25,70467100,-0.77%
205,2023-01-20,521.77001953125,513.4500122070312,521.9600219726562,510.17999267578125,71683100,2.05%
206,2023-01-23,523.4299926757812,520.280029296875,525.4600219726562,518.3200073242188,63640900,0.32%
207,2023-01-24,523.6400146484375,523.6199951171875,524.3400268554688,516.1199951171875,61597400,0.04%
208,2023-01-25,524.7000122070312,519.2999877929688,524.8400268554688,516.2000122070312,73654500,0.20%
209,2023-01-26,527.239990234375,521.72998046875,527.3400268554688,518.8099975585938,85191200,0.48%
210,2023-01-27,525.4600219726562,524.989990234375,529.0499877929688,523.0999755859375,71388400,-0.34%
211,2023-01-30,521.7899780273438,523.0499877929688,528.5599975585938,521.2899780273438,65087800,-0.70%
212,2023-01-31,533.4000244140625,523.27001953125,533.4500122070312,522.6099853515625,103800100,2.23%
213,2023-02-01,536.8800048828125,531.8099975585938,541.0999755859375,527.030029296875,91085400,0.65%
214,2023-02-02,535.3599853515625,534.8499755859375,536.739990234375,527.4500122070312,100908500,-0.28%
215,2023-02-03,525.6300048828125,529.3699951171875,533.4400024414062,524.8699951171875,82831600,-1.82%
216,2023-02-06,519.9600219726562,522.1699829101562,523.0900268554688,517.0499877929688,81091500,-1.08%
217,2023-02-07,526.7100219726562,518.4500122070312,527.97998046875,518.3499755859375,84960400,1.30%
218,2023-02-08,522.4500122070312,524.9299926757812,529.02001953125,522.1599731445312,71848300,-0.81%
219,2023-02-09,515.0999755859375,526.47998046875,528.780029296875,512.7100219726562,84365300,-1.41%
220,2023-02-10,516.9299926757812,513.5800170898438,517.5499877929688,510.82000732421875,68215500,0.36%
221,2023-02-13,519.5599975585938,517.22998046875,520.530029296875,514.6400146484375,65113400,0.51%
222,2023-02-14,520.6799926757812,517.3300170898438,522.0499877929688,514.8099975585938,71361300,0.22%
223,2023-02-15,522.989990234375,516.6599731445312,523.0,515.719970703125,69261400,0.44%
224,2023-02-16,516.97998046875,517.9299926757812,522.8400268554688,514.3200073242188,72555000,-1.15%
225,2023-02-17,512.0,514.3599853515625,514.3599853515625,509.260009765625,93592200,-0.96%
226,2023-02-21,503.67999267578125,510.44000244140625,511.0299987792969,502.8500061035156,85658000,-1.63%
227,2023-02-22,507.0799865722656,505.0899963378906,509.5899963378906,503.32000732421875,76489700,0.68%
228,2023-02-23,508.010009765625,508.739990234375,511.260009765625,500.5,79827500,0.18%
229,2023-02-24,511.3299865722656,499.2300109863281,511.8900146484375,496.8399963378906,92311300,0.65%
230,2023-02-27,512.510009765625,514.3300170898438,517.3499755859375,512.1099853515625,71149300,0.23%
231,2023-02-28,514.8099975585938,511.9800109863281,517.9199829101562,511.29998779296875,93945500,0.45%
232,2023-03-01,518.3200073242188,516.719970703125,523.6099853515625,516.27001953125,72662400,0.68%
233,2023-03-02,524.5599975585938,516.280029296875,525.739990234375,514.9400024414062,70127600,1.20%
234,2023-03-03,531.9000244140625,526.760009765625,532.1099853515625,523.8599853515625,65187400,1.40%
235,2023-03-06,523.1400146484375,528.97998046875,529.8400268554688,522.3599853515625,71445200,-1.65%
236,2023-03-07,512.72998046875,521.530029296875,521.530029296875,511.1499938964844,79365000,-1.99%
237,2023-03-08,515.1199951171875,512.6699829101562,516.3900146484375,511.239990234375,67045300,0.47%
238,2023-03-09,502.04998779296875,515.1599731445312,517.1900024414062,500.489990234375,68953100,-2.54%
239,2023-03-10,491.260009765625,502.45001220703125,502.45001220703125,488.6600036621094,87450500,-2.15%
240,2023-03-13,485.8900146484375,486.1499938964844,492.0199890136719,482.4800109863281,105005100,-1.09%
241,2023-03-14,491.94000244140625,493.3500061035156,497.7300109863281,486.7099914550781,99650000,1.25%
242,2023-03-15,475.82000732421875,480.6199951171875,481.1700134277344,469.45001220703125,121599100,-3.28%
243,2023-03-16,481.4100036621094,471.9200134277344,482.07000732421875,470.17999267578125,102603300,1.17%
244,2023-03-17,474.0,480.19000244140625,480.19000244140625,473.17999267578125,190817600,-1.54%
245,2023-03-20,483.5199890136719,478.2799987792969,483.94000244140625,478.2799987792969,84815900,2.01%
246,2023-03-21,489.45001220703125,489.1099853515625,491.07000732421875,486.3800048828125,69350400,1.23%
247,2023-03-22,480.8399963378906,489.1199951171875,492.3299865722656,480.7900085449219,73729900,-1.76%
248,2023-03-23,480.1700134277344,482.7900085449219,489.8699951171875,476.55999755859375,78152800,-0.14%
249,2023-03-24,484.04998779296875,477.1400146484375,485.17999267578125,473.17999267578125,78835500,0.81%
250,2023-03-27,487.6400146484375,487.4599914550781,491.0799865722656,484.2799987792969,68714500,0.74%
251,2023-03-28,490.07000732421875,488.29998779296875,490.82000732421875,487.2300109863281,48003800,0.50%
252,2023-03-29,496.8599853515625,495.2300109863281,497.1400146484375,494.6600036621094,65629700,1.39%
253,2023-03-30,500.04998779296875,501.1499938964844,501.8399963378906,498.239990234375,58413100,0.64%
254,2023-03-31,507.9200134277344,501.0,508.17999267578125,500.989990234375,67893700,1.57%
255,2023-04-03,511.2300109863281,509.0400085449219,512.3699951171875,507.45001220703125,77996900,0.65%
256,2023-04-04,503.7300109863281,509.7300109863281,510.0899963378906,501.8399963378906,87904000,-1.47%
257,2023-04-05,502.6099853515625,499.9200134277344,503.2099914550781,498.1499938964844,84292500,-0.22%
258,2023-04-06,501.510009765625,500.2099914550781,501.8800048828125,497.7200012207031,74214100,-0.22%
259,2023-04-10,503.9800109863281,499.75,504.7200012207031,499.010009765625,62641300,0.49%
260,2023-04-11,507.6499938964844,505.9599914550781,510.4700012207031,505.82000732421875,77050100,0.73%
261,2023-04-12,508.0,510.9200134277344,512.4600219726562,507.3399963378906,64733600,0.07%
262,2023-04-13,513.1099853515625,508.8999938964844,514.9000244140625,507.4100036621094,75991100,1.01%
263,2023-04-14,509.6499938964844,512.5399780273438,515.5399780273438,507.05999755859375,63186200,-0.67%
264,2023-04-17,512.6400146484375,510.1600036621094,512.6400146484375,508.42999267578125,60731900,0.59%
265,2023-04-18,514.6799926757812,514.4299926757812,516.27001953125,512.260009765625,63625300,0.40%
266,2023-04-19,513.0700073242188,512.3900146484375,513.6599731445312,510.1099853515625,62151800,-0.31%
267,2023-04-20,512.6900024414062,510.6099853515625,514.22998046875,509.489990234375,67444300,-0.07%
268,2023-04-21,508.04998779296875,510.2200012207031,511.2799987792969,505.4200134277344,86462800,-0.91%
269,2023-04-24,511.57000732421875,509.1499938964844,511.6499938964844,508.489990234375,69431700,0.69%
270,2023-04-25,500.5799865722656,506.9700012207031,507.3399963378906,500.2699890136719,84909500,-2.15%
271,2023-04-26,494.67999267578125,499.3999938964844,500.1000061035156,492.9700012207031,72873200,-1.18%
272,2023-04-27,501.3999938964844,496.1199951171875,501.45001220703125,493.2099914550781,73417200,1.36%
273,2023-04-28,507.05999755859375,500.7699890136719,507.989990234375,500.0899963378906,81966900,1.13%
274,2023-05-01,506.8699951171875,508.3999938964844,510.20001220703125,506.0,62032800,-0.04%
275,2023-05-02,502.05999755859375,503.80999755859375,504.1300048828125,494.2200012207031,87158500,-0.95%
276,2023-05-03,496.5,503.489990234375,504.9200134277344,496.29998779296875,93683000,-1.11%
277,2023-05-04,493.32000732421875,496.9700012207031,500.489990234375,492.17999267578125,107438600,-0.64%
278,2023-05-05,501.5,497.9800109863281,503.2300109863281,497.8800048828125,75641700,1.66%
279,2023-05-08,500.010009765625,503.57000732421875,505.07000732421875,499.19000244140625,60686200,-0.30%
280,2023-05-09,495.3399963378906,497.7699890136719,497.9599914550781,493.3500061035156,68740200,-0.93%
281,2023-05-10,495.5899963378906,499.1700134277344,501.1499938964844,490.2200012207031,74898400,0.05%
282,2023-05-11,490.69000244140625,491.739990234375,492.3699951171875,488.489990234375,83076500,-0.99%
