,date,spxhc,open,high,low,volume,spxhc_cr
39,2022-04-25,1567.8399658203125,1557.489990234375,1570.8800048828125,1535.75,197924200,0.66%
40,2022-04-26,1538.0400390625,1567.8399658203125,1567.8399658203125,1538.0400390625,195354000,-1.90%
41,2022-04-27,1536.239990234375,1538.0400390625,1552.18994140625,1529.6199951171875,195185300,-0.12%
42,2022-04-28,1557.0,1536.239990234375,1563.25,1533.550048828125,237414600,1.35%
43,2022-04-29,1518.449951171875,1557.0,1557.0,1515.989990234375,264728500,-2.48%
44,2022-05-02,1508.1199951171875,1518.449951171875,1524.7900390625,1484.239990234375,230433600,-0.68%
45,2022-05-03,1513.199951171875,1508.1199951171875,1527.6400146484375,1508.0999755859375,198151000,0.34%
46,2022-05-04,1546.4599609375,1513.199951171875,1551.5,1498.5799560546875,211445500,2.20%
47,2022-05-05,1516.1400146484375,1546.4599609375,1546.4599609375,1501.6199951171875,215682800,-1.96%
48,2022-05-06,1511.6500244140625,1516.1400146484375,1516.1400146484375,1494.760009765625,208152400,-0.30%
49,2022-05-09,1472.800048828125,1511.6500244140625,1511.6500244140625,1467.219970703125,239317900,-2.57%
50,2022-05-10,1477.68994140625,1472.800048828125,1492.7099609375,1465.030029296875,229503700,0.33%
51,2022-05-11,1468.219970703125,1477.68994140625,1503.550048828125,1466.530029296875,215435300,-0.64%
52,2022-05-12,1481.800048828125,1468.219970703125,1482.3299560546875,1459.1199951171875,225660200,0.92%
53,2022-05-13,1497.4000244140625,1481.800048828125,1501.6099853515625,1481.800048828125,175503400,1.05%
54,2022-05-16,1507.75,1497.4000244140625,1518.010009765625,1495.699951171875,163592000,0.69%
55,2022-05-17,1528.5799560546875,1507.75,1529.469970703125,1507.75,174861000,1.38%
56,2022-05-18,1488.8800048828125,1528.5799560546875,1528.5799560546875,1484.8699951171875,190423600,-2.60%
57,2022-05-19,1492.1099853515625,1488.8800048828125,1501.3199462890625,1472.0699462890625,187255600,0.22%
58,2022-05-20,1510.9100341796875,1492.1099853515625,1513.72998046875,1482.1500244140625,194420700,1.26%
59,2022-05-23,1523.06005859375,1510.9100341796875,1528.6300048828125,1510.9100341796875,155874000,0.80%
60,2022-05-24,1526.93994140625,1523.06005859375,1529.6600341796875,1508.81005859375,170516100,0.25%
61,2022-05-25,1526.6700439453125,1526.93994140625,1536.8599853515625,1513.239990234375,170803100,-0.02%
62,2022-05-26,1533.010009765625,1526.6700439453125,1538.97998046875,1526.260009765625,178529300,0.42%
63,2022-05-27,1559.3399658203125,1533.010009765625,1559.3399658203125,1529.5699462890625,185013000,1.72%
64,2022-05-31,1537.9200439453125,1559.3399658203125,1559.3399658203125,1525.9599609375,362578700,-1.37%
65,2022-06-01,1516.030029296875,1537.9200439453125,1543.8399658203125,1504.239990234375,159014200,-1.42%
66,2022-06-02,1527.8299560546875,1516.030029296875,1528.3399658203125,1491.1400146484375,169116300,0.78%
67,2022-06-03,1510.4300537109375,1527.8299560546875,1527.8299560546875,1508.699951171875,141995100,-1.14%
68,2022-06-06,1510.3800048828125,1510.4300537109375,1524.06005859375,1506.530029296875,135206600,-0.00%
69,2022-06-07,1530.06005859375,1510.3800048828125,1531.4200439453125,1505.030029296875,176349900,1.30%
70,2022-06-08,1518.0999755859375,1530.06005859375,1531.1700439453125,1513.8399658203125,124023000,-0.78%
71,2022-06-09,1483.3199462890625,1518.0999755859375,1518.0999755859375,1483.1700439453125,139966000,-2.29%
72,2022-06-10,1459.0899658203125,1483.3199462890625,1483.3199462890625,1454.0999755859375,167356600,-1.63%
73,2022-06-13,1415.2099609375,1459.0899658203125,1459.0899658203125,1409.6600341796875,205440900,-3.01%
74,2022-06-14,1400.1400146484375,1415.2099609375,1415.2099609375,1390.8599853515625,203536100,-1.06%
75,2022-06-15,1414.449951171875,1400.1400146484375,1429.489990234375,1393.969970703125,191561300,1.02%
76,2022-06-16,1392.93994140625,1414.449951171875,1414.449951171875,1379.5899658203125,189576600,-1.52%
77,2022-06-17,1393.219970703125,1392.93994140625,1413.8399658203125,1392.68994140625,365657300,0.02%
78,2022-06-21,1430.06005859375,1393.219970703125,1436.719970703125,1393.219970703125,200431100,2.64%
79,2022-06-22,1450.4100341796875,1430.06005859375,1466.0,1421.760009765625,188195800,1.42%
80,2022-06-23,1482.550048828125,1450.4100341796875,1483.47998046875,1450.4100341796875,175510500,2.22%
81,2022-06-24,1506.719970703125,1482.550048828125,1507.47998046875,1482.550048828125,275203100,1.63%
82,2022-06-27,1512.5999755859375,1506.719970703125,1518.800048828125,1503.050048828125,150805100,0.39%
83,2022-06-28,1486.3399658203125,1512.5999755859375,1522.81005859375,1483.6700439453125,155705000,-1.74%
84,2022-06-29,1499.3199462890625,1486.3399658203125,1506.530029296875,1485.989990234375,133192400,0.87%
85,2022-06-30,1494.31005859375,1499.3199462890625,1503.5699462890625,1480.280029296875,210740400,-0.33%
86,2022-07-01,1512.469970703125,1494.31005859375,1513.9300537109375,1479.5999755859375,135491900,1.22%
87,2022-07-05,1503.56005859375,1512.469970703125,1512.469970703125,1471.300048828125,142043500,-0.59%
88,2022-07-06,1513.4599609375,1503.56005859375,1521.31005859375,1502.6800537109375,156644800,0.66%
89,2022-07-07,1520.489990234375,1513.4599609375,1521.699951171875,1511.43994140625,156305500,0.46%
90,2022-07-08,1524.5400390625,1520.489990234375,1539.6199951171875,1514.5799560546875,119692600,0.27%
91,2022-07-11,1521.010009765625,1524.5400390625,1529.300048828125,1514.9300537109375,117270600,-0.23%
92,2022-07-12,1500.8199462890625,1521.010009765625,1525.5,1494.8299560546875,140059900,-1.33%
93,2022-07-13,1486.75,1500.8199462890625,1500.8199462890625,1483.3299560546875,129986200,-0.94%
94,2022-07-14,1481.27001953125,1486.75,1486.75,1459.550048828125,141694500,-0.37%
95,2022-07-15,1517.510009765625,1481.27001953125,1517.780029296875,1481.27001953125,162387600,2.45%
96,2022-07-18,1484.8900146484375,1517.510009765625,1519.7099609375,1480.75,144215800,-2.15%
97,2022-07-19,1511.6800537109375,1484.8900146484375,1512.72998046875,1484.8900146484375,164853200,1.80%
98,2022-07-20,1495.6700439453125,1511.6800537109375,1511.6800537109375,1489.449951171875,158777100,-1.06%
99,2022-07-21,1518.18994140625,1495.6700439453125,1518.3299560546875,1495.6700439453125,151254100,1.51%
100,2022-07-22,1512.3399658203125,1518.18994140625,1524.9100341796875,1503.6400146484375,135643000,-0.39%
101,2022-07-25,1520.6500244140625,1512.3399658203125,1523.3800048828125,1512.3399658203125,153614800,0.55%
102,2022-07-26,1529.010009765625,1520.6500244140625,1537.5999755859375,1520.6500244140625,145768400,0.55%
103,2022-07-27,1538.9100341796875,1529.010009765625,1544.81005859375,1520.5799560546875,163876600,0.65%
104,2022-07-28,1547.3199462890625,1538.9100341796875,1558.4100341796875,1513.5699462890625,197494300,0.55%
105,2022-07-29,1541.8800048828125,1547.3199462890625,1547.3199462890625,1531.4000244140625,221080700,-0.35%
106,2022-08-01,1530.6500244140625,1541.8800048828125,1541.8800048828125,1527.27001953125,150184200,-0.73%
107,2022-08-02,1524.989990234375,1530.6500244140625,1546.4599609375,1524.489990234375,150458900,-0.37%
108,2022-08-03,1539.0799560546875,1524.989990234375,1545.02001953125,1524.989990234375,173310100,0.92%
109,2022-08-04,1531.47998046875,1539.0799560546875,1543.280029296875,1529.47998046875,152676700,-0.49%
110,2022-08-05,1531.030029296875,1531.47998046875,1531.47998046875,1518.68994140625,143359800,-0.03%
111,2022-08-08,1534.47998046875,1531.030029296875,1544.27001953125,1527.030029296875,159648900,0.23%
112,2022-08-09,1529.9599609375,1534.47998046875,1543.989990234375,1526.4100341796875,138417100,-0.29%
113,2022-08-10,1547.0799560546875,1529.9599609375,1547.6400146484375,1529.9599609375,144399900,1.12%
114,2022-08-11,1536.030029296875,1547.0799560546875,1556.8199462890625,1533.4200439453125,171348700,-0.71%
115,2022-08-12,1556.1800537109375,1536.030029296875,1556.6300048828125,1536.030029296875,163177600,1.31%
116,2022-08-15,1563.7900390625,1556.1800537109375,1565.760009765625,1550.4100341796875,150286300,0.49%
117,2022-08-16,1559.6400146484375,1563.7900390625,1564.6600341796875,1553.6099853515625,128735800,-0.27%
118,2022-08-17,1549.8199462890625,1559.6400146484375,1559.6400146484375,1547.969970703125,136884000,-0.63%
119,2022-08-18,1543.0999755859375,1549.8199462890625,1552.8900146484375,1535.22998046875,128274900,-0.43%
120,2022-08-19,1547.3399658203125,1543.0999755859375,1554.7900390625,1543.0999755859375,140950000,0.27%
121,2022-08-22,1525.949951171875,1547.3399658203125,1547.3399658203125,1521.1500244140625,125104700,-1.38%
122,2022-08-23,1504.739990234375,1525.949951171875,1525.949951171875,1500.7900390625,132075400,-1.39%
123,2022-08-24,1506.510009765625,1504.739990234375,1512.469970703125,1501.2900390625,123356000,0.12%
124,2022-08-25,1523.1099853515625,1506.510009765625,1523.699951171875,1502.8900146484375,123605400,1.10%
125,2022-08-26,1480.510009765625,1523.1099853515625,1523.5,1479.72998046875,133029200,-2.80%
126,2022-08-29,1470.0699462890625,1480.510009765625,1480.510009765625,1463.1400146484375,145846600,-0.71%
127,2022-08-30,1460.3699951171875,1470.0699462890625,1472.3699951171875,1457.3800048828125,137036200,-0.66%
128,2022-08-31,1451.1600341796875,1460.3699951171875,1474.1800537109375,1451.1500244140625,205903700,-0.63%
129,2022-09-01,1475.1199951171875,1451.1600341796875,1475.6700439453125,1447.5799560546875,155782000,1.65%
130,2022-09-02,1453.93994140625,1475.1199951171875,1484.9300537109375,1447.8499755859375,134933200,-1.44%
131,2022-09-06,1454.239990234375,1453.93994140625,1473.510009765625,1451.4000244140625,149568900,0.02%
132,2022-09-07,1478.5,1454.239990234375,1481.1700439453125,1450.449951171875,152051600,1.67%
133,2022-09-08,1504.719970703125,1478.5,1504.81005859375,1472.0,163229000,1.77%
134,2022-09-09,1517.199951171875,1504.719970703125,1521.52001953125,1504.719970703125,140051900,0.83%
135,2022-09-12,1526.97998046875,1517.199951171875,1535.3199462890625,1517.199951171875,171099600,0.64%
136,2022-09-13,1477.0,1526.97998046875,1526.97998046875,1473.3900146484375,160752100,-3.27%
137,2022-09-14,1477.0999755859375,1477.0,1489.5899658203125,1467.43994140625,173773200,0.01%
138,2022-09-15,1485.1600341796875,1477.0999755859375,1499.27001953125,1477.0999755859375,159367700,0.55%
139,2022-09-16,1481.1400146484375,1485.1600341796875,1485.1600341796875,1469.81005859375,302722900,-0.27%
140,2022-09-19,1473.1099853515625,1481.1400146484375,1481.1400146484375,1452.3299560546875,154817300,-0.54%
141,2022-09-20,1456.050048828125,1472.8499755859375,1472.8499755859375,1447.02001953125,147027400,-1.16%
142,2022-09-21,1431.5,1456.050048828125,1470.93994140625,1431.3199462890625,158910400,-1.69%
143,2022-09-22,1438.8699951171875,1431.5,1448.510009765625,1423.010009765625,165680300,0.51%
144,2022-09-23,1431.1500244140625,1438.8699951171875,1438.8699951171875,1413.72998046875,171979600,-0.54%
145,2022-09-26,1416.719970703125,1431.1500244140625,1431.1500244140625,1411.7900390625,167852900,-1.01%
146,2022-09-27,1413.6800537109375,1416.719970703125,1436.8499755859375,1408.1700439453125,170525800,-0.21%
147,2022-09-28,1444.72998046875,1413.6800537109375,1451.530029296875,1413.6800537109375,193658800,2.20%
148,2022-09-29,1431.449951171875,1444.72998046875,1444.72998046875,1422.77001953125,159744700,-0.92%
149,2022-09-30,1411.3599853515625,1431.449951171875,1441.97998046875,1410.8199462890625,199356100,-1.40%
150,2022-10-03,1441.489990234375,1411.3599853515625,1447.010009765625,1411.3599853515625,177916200,2.13%
151,2022-10-04,1475.06005859375,1441.489990234375,1475.449951171875,1441.489990234375,179218700,2.33%
152,2022-10-05,1479.93994140625,1475.06005859375,1487.280029296875,1460.3900146484375,127287000,0.33%
153,2022-10-06,1460.68994140625,1479.93994140625,1479.93994140625,1456.97998046875,146372100,-1.30%
154,2022-10-07,1429.719970703125,1460.68994140625,1460.68994140625,1421.739990234375,182061200,-2.12%
155,2022-10-10,1420.4599609375,1429.719970703125,1434.449951171875,1415.469970703125,145987200,-0.65%
156,2022-10-11,1428.760009765625,1420.4599609375,1443.2900390625,1414.77001953125,183238500,0.58%
157,2022-10-12,1421.18994140625,1428.760009765625,1441.010009765625,1421.0999755859375,158391200,-0.53%
158,2022-10-13,1453.260009765625,1421.18994140625,1460.22998046875,1398.81005859375,182605200,2.26%
159,2022-10-14,1441.1500244140625,1453.260009765625,1472.3599853515625,1439.4100341796875,161653600,-0.83%
160,2022-10-17,1466.1800537109375,1441.1500244140625,1469.72998046875,1441.1500244140625,156937900,1.74%
161,2022-10-18,1474.47998046875,1466.1800537109375,1487.43994140625,1466.1800537109375,164459500,0.57%
162,2022-10-19,1454.0799560546875,1474.47998046875,1474.47998046875,1441.9200439453125,175894000,-1.38%
163,2022-10-20,1442.25,1454.0799560546875,1462.050048828125,1439.969970703125,162718800,-0.81%
164,2022-10-21,1474.1099853515625,1442.25,1478.02001953125,1433.6199951171875,221054500,2.21%
165,2022-10-24,1502.280029296875,1474.1099853515625,1507.1400146484375,1474.1099853515625,179263500,1.91%
166,2022-10-25,1514.030029296875,1502.280029296875,1515.8299560546875,1497.81005859375,199263200,0.78%
167,2022-10-26,1530.989990234375,1514.030029296875,1545.06005859375,1514.030029296875,197743400,1.12%
168,2022-10-27,1522.1800537109375,1530.989990234375,1533.9300537109375,1520.8199462890625,187997600,-0.58%
169,2022-10-28,1547.8499755859375,1522.1800537109375,1549.22998046875,1520.6400146484375,240260600,1.69%
170,2022-10-31,1546.6400146484375,1547.8499755859375,1552.6500244140625,1537.1700439453125,226227300,-0.08%
171,2022-11-01,1547.5699462890625,1546.6400146484375,1555.5799560546875,1531.260009765625,229288600,0.06%
172,2022-11-02,1521.3699951171875,1547.5699462890625,1561.3299560546875,1520.800048828125,223192300,-1.69%
173,2022-11-03,1514.719970703125,1521.3699951171875,1522.530029296875,1498.97998046875,194204000,-0.44%
174,2022-11-04,1523.2900390625,1514.719970703125,1528.8399658203125,1502.2900390625,204116300,0.57%
175,2022-11-07,1539.4100341796875,1523.2900390625,1543.780029296875,1520.5699462890625,192714100,1.06%
176,2022-11-08,1547.1500244140625,1539.4100341796875,1559.5400390625,1529.7900390625,198935400,0.50%
177,2022-11-09,1530.8399658203125,1547.1500244140625,1555.25,1529.280029296875,173522400,-1.05%
178,2022-11-10,1570.5,1530.8399658203125,1572.81005859375,1530.8399658203125,210249000,2.59%
179,2022-11-11,1550.4000244140625,1570.5,1570.5,1530.4200439453125,252165000,-1.28%
180,2022-11-14,1550.9300537109375,1550.4000244140625,1570.0699462890625,1550.4000244140625,202293700,0.03%
181,2022-11-15,1549.8499755859375,1550.9300537109375,1567.3599853515625,1537.1300048828125,193993000,-0.07%
182,2022-11-16,1547.8599853515625,1549.8499755859375,1563.06005859375,1546.0400390625,177958900,-0.13%
183,2022-11-17,1547.2099609375,1547.8599853515625,1553.9200439453125,1535.1400146484375,154023100,-0.04%
184,2022-11-18,1565.77001953125,1547.2099609375,1569.199951171875,1547.2099609375,167262400,1.20%
185,2022-11-21,1566.47998046875,1565.77001953125,1573.0999755859375,1560.780029296875,151053600,0.05%
186,2022-11-22,1580.3199462890625,1566.47998046875,1581.1400146484375,1566.47998046875,158346000,0.88%
187,2022-11-23,1585.760009765625,1580.3199462890625,1588.489990234375,1576.72998046875,120944900,0.34%
188,2022-11-25,1595.6300048828125,1585.760009765625,1597.219970703125,1585.760009765625,69380500,0.62%
189,2022-11-28,1583.6700439453125,1595.6300048828125,1600.030029296875,1580.8499755859375,177399900,-0.75%
190,2022-11-29,1579.989990234375,1583.6700439453125,1583.6700439453125,1571.68994140625,153063000,-0.23%
191,2022-11-30,1618.6800537109375,1579.989990234375,1618.68994140625,1574.1400146484375,309961200,2.45%
192,2022-12-01,1622.56005859375,1618.6800537109375,1630.550048828125,1613.8299560546875,187606900,0.24%
193,2022-12-02,1626.1800537109375,1622.56005859375,1627.9599609375,1607.8299560546875,146133800,0.22%
194,2022-12-05,1610.1099853515625,1626.1800537109375,1626.1800537109375,1605.449951171875,149692100,-0.99%
195,2022-12-06,1598.1300048828125,1610.1099853515625,1611.93994140625,1590.27001953125,154953200,-0.74%
196,2022-12-07,1611.6700439453125,1598.1300048828125,1615.4000244140625,1598.1300048828125,149786300,0.85%
197,2022-12-08,1626.0699462890625,1611.6700439453125,1627.43994140625,1610.9200439453125,160454500,0.89%
198,2022-12-09,1605.199951171875,1626.0699462890625,1628.1700439453125,1604.6700439453125,161157000,-1.28%
199,2022-12-12,1621.8499755859375,1605.199951171875,1621.97998046875,1605.199951171875,155596100,1.04%
200,2022-12-13,1626.300048828125,1621.8499755859375,1646.3499755859375,1621.8499755859375,247342000,0.27%
201,2022-12-14,1628.6500244140625,1626.300048828125,1642.2099609375,1615.699951171875,222649400,0.14%
202,2022-12-15,1598.3499755859375,1628.6500244140625,1628.6500244140625,1593.2099609375,197385300,-1.86%
203,2022-12-16,1575.8399658203125,1598.3499755859375,1598.3499755859375,1566.81005859375,445933300,-1.41%
204,2022-12-19,1570.1600341796875,1575.8399658203125,1577.6400146484375,1562.5999755859375,158568100,-0.36%
205,2022-12-20,1569.239990234375,1570.1600341796875,1574.7900390625,1560.719970703125,159377900,-0.06%
206,2022-12-21,1589.72998046875,1569.239990234375,1594.239990234375,1569.239990234375,157612700,1.31%
207,2022-12-22,1587.219970703125,1589.510009765625,1589.510009765625,1567.0699462890625,129340800,-0.16%
208,2022-12-23,1588.530029296875,1587.219970703125,1589.4300537109375,1576.760009765625,99038200,0.08%
209,2022-12-27,1584.31005859375,1588.530029296875,1592.449951171875,1578.5,98575100,-0.27%
210,2022-12-28,1574.22998046875,1584.31005859375,1596.699951171875,1573.5799560546875,96763700,-0.64%
211,2022-12-29,1590.699951171875,1574.22998046875,1598.8800048828125,1574.22998046875,95452700,1.05%
212,2022-12-30,1585.5400390625,1590.699951171875,1590.699951171875,1569.489990234375,105313800,-0.32%
213,2023-01-03,1580.969970703125,1585.5400390625,1590.4000244140625,1568.72998046875,156562400,-0.29%
214,2023-01-04,1584.9100341796875,1580.969970703125,1593.219970703125,1574.8499755859375,176199300,0.25%
215,2023-01-05,1568.5699462890625,1584.9100341796875,1584.9100341796875,1562.1700439453125,184736200,-1.03%
216,2023-01-06,1582.510009765625,1568.5699462890625,1585.6600341796875,1558.81005859375,203107800,0.89%
217,2023-01-09,1556.25,1582.510009765625,1584.43994140625,1554.3399658203125,227284200,-1.66%
218,2023-01-10,1569.239990234375,1556.25,1571.4300537109375,1553.8499755859375,185377700,0.83%
219,2023-01-11,1578.260009765625,1569.239990234375,1578.5,1563.010009765625,208453100,0.57%
220,2023-01-12,1572.0999755859375,1578.260009765625,1578.52001953125,1556.7099609375,188970400,-0.39%
221,2023-01-13,1579.530029296875,1572.0999755859375,1583.699951171875,1564.800048828125,168418900,0.47%
222,2023-01-17,1571.6500244140625,1579.530029296875,1580.949951171875,1569.5899658203125,193594600,-0.50%
223,2023-01-18,1549.3699951171875,1571.6500244140625,1575.25,1548.1700439453125,193459900,-1.42%
224,2023-01-19,1552.989990234375,1549.3699951171875,1559.0,1546.3299560546875,189342000,0.23%
225,2023-01-20,1561.7900390625,1552.989990234375,1561.8199462890625,1544.77001953125,204617800,0.57%
226,2023-01-23,1566.239990234375,1561.7900390625,1574.6600341796875,1558.6300048828125,180124100,0.28%
227,2023-01-24,1556.1199951171875,1566.239990234375,1567.47998046875,1546.050048828125,161780100,-0.65%
228,2023-01-25,1556.280029296875,1556.1199951171875,1556.3299560546875,1541.260009765625,166508800,0.01%
229,2023-01-26,1558.719970703125,1556.280029296875,1559.3599853515625,1546.550048828125,164947500,0.16%
230,2023-01-27,1547.9200439453125,1558.719970703125,1558.719970703125,1546.1199951171875,153511900,-0.69%
231,2023-01-30,1533.5699462890625,1547.9200439453125,1554.4100341796875,1531.550048828125,183099200,-0.93%
232,2023-01-31,1553.4300537109375,1533.5699462890625,1553.52001953125,1533.5699462890625,239319200,1.30%
233,2023-02-01,1560.93994140625,1553.4300537109375,1570.4000244140625,1542.68994140625,214282000,0.48%
234,2023-02-02,1550.3299560546875,1560.93994140625,1560.93994140625,1539.4599609375,282837200,-0.68%
235,2023-02-03,1546.3199462890625,1550.3299560546875,1556.7099609375,1540.9000244140625,197846600,-0.26%
236,2023-02-06,1537.0999755859375,1546.3199462890625,1546.8800048828125,1535.25,174711600,-0.60%
237,2023-02-07,1547.0,1537.0999755859375,1551.43994140625,1526.550048828125,183146100,0.64%
238,2023-02-08,1542.239990234375,1547.0,1551.27001953125,1540.6500244140625,166917700,-0.31%
239,2023-02-09,1528.97998046875,1542.239990234375,1551.9200439453125,1526.719970703125,199773800,-0.86%
240,2023-02-10,1543.2900390625,1528.97998046875,1544.97998046875,1528.97998046875,170110200,0.94%
241,2023-02-13,1556.0999755859375,1543.2900390625,1556.260009765625,1543.2900390625,153774000,0.83%
242,2023-02-14,1546.7099609375,1556.0999755859375,1560.3800048828125,1539.0799560546875,148104800,-0.60%
243,2023-02-15,1538.77001953125,1546.02001953125,1546.02001953125,1533.6199951171875,151508700,-0.51%
244,2023-02-16,1523.1099853515625,1538.530029296875,1538.530029296875,1520.5,165083800,-1.02%
245,2023-02-17,1536.739990234375,1523.1099853515625,1538.780029296875,1514.75,182679400,0.89%
246,2023-02-21,1515.77001953125,1536.739990234375,1536.739990234375,1514.0400390625,164317500,-1.36%
247,2023-02-22,1510.8299560546875,1515.77001953125,1521.3900146484375,1508.1500244140625,166557300,-0.33%
248,2023-02-23,1514.8599853515625,1510.8299560546875,1522.6099853515625,1504.199951171875,163909900,0.27%
249,2023-02-24,1495.6400146484375,1514.8599853515625,1514.8599853515625,1491.280029296875,160361400,-1.27%
250,2023-02-27,1491.02001953125,1495.6400146484375,1507.6199951171875,1487.72998046875,164174000,-0.31%
251,2023-02-28,1480.1800537109375,1491.02001953125,1491.02001953125,1478.550048828125,223796300,-0.73%
252,2023-03-01,1477.489990234375,1480.1800537109375,1480.550048828125,1471.0,162193800,-0.18%
253,2023-03-02,1486.0400390625,1477.489990234375,1490.6199951171875,1471.260009765625,153114300,0.58%
254,2023-03-03,1503.3199462890625,1486.0400390625,1503.5899658203125,1486.0400390625,157947700,1.16%
255,2023-03-06,1502.3900146484375,1503.3199462890625,1509.22998046875,1499.050048828125,184156300,-0.06%
256,2023-03-07,1478.0999755859375,1502.3900146484375,1505.5699462890625,1475.6300048828125,176091300,-1.62%
257,2023-03-08,1469.81005859375,1478.0999755859375,1479.3399658203125,1464.3599853515625,142982400,-0.56%
258,2023-03-09,1454.6300048828125,1469.81005859375,1477.1600341796875,1449.3900146484375,163721600,-1.03%
259,2023-03-10,1443.9100341796875,1454.6300048828125,1463.8800048828125,1438.3299560546875,193945500,-0.74%
260,2023-03-13,1457.1400146484375,1443.9100341796875,1476.3199462890625,1439.300048828125,217049800,0.92%
261,2023-03-14,1470.010009765625,1457.1400146484375,1473.9000244140625,1455.06005859375,192674800,0.88%
262,2023-03-15,1467.489990234375,1470.010009765625,1470.010009765625,1451.550048828125,188983200,-0.17%
263,2023-03-16,1481.5400390625,1467.489990234375,1482.22998046875,1453.469970703125,176100600,0.96%
264,2023-03-17,1462.81005859375,1481.5400390625,1482.4100341796875,1458.280029296875,386991300,-1.26%
265,2023-03-20,1481.550048828125,1462.81005859375,1483.1800537109375,1462.81005859375,174022600,1.28%
266,2023-03-21,1490.3399658203125,1481.550048828125,1491.969970703125,1478.1300048828125,165995800,0.59%
267,2023-03-22,1468.050048828125,1490.3399658203125,1496.6500244140625,1467.6400146484375,145470500,-1.50%
